trigram,chi-square
"('P-type', 'conjugative', 'transfer')",5247150.841037171
"('may', 'promote', 'strand')",5236605.696437048
"('form', 'Ala-', 'AMP')",5233871.779172192
"('May', 'act', 'via')",5213459.3706071265
"('major', 'capsid', 'protein')",5189672.823982088
"('system', 'permease', 'DctM')",5183127.321458303
"('Sodium/hydrogen', 'exchanger', 'family')",5181762.654345425
"('prolyl-tRNA', 'editing', 'family')",5181702.361321317
"('PFAM', 'Pyridoxamine', ""5'-phosphate"")",5152384.369632716
"('cellular', 'NADH', 'NAD')",5139161.179016799
"('Psort', 'location', 'CytoplasmicMembrane')",5134697.042263948
"('transporter', 'complex', 'PstSACB')",5127746.300233839
"('transporter', 'complex', 'ZnuABC')",5127746.300233839
"('cellulose', '1,4-beta-cellobiosidase', 'activity,4Fe-4S')",5082364.53089145
"('acid-soluble', 'spore', 'proteins')",5052448.635061086
"('COG', 'NOG24226', 'non')",5018425.35947742
"('RNA', 'dependent', 'RNA')",5009123.285344046
"('Bacteriophage', 'lambda', 'head')",5004229.516681731
"('regulatory', 'system', 'DpiA')",4983253.648871885
"('5-hydroxyisourate', 'hydrolase', 'subfamily')",4976370.476174617
"('virion', 'morphogenesis', 'family,23S')",4971582.271115589
"('virion', 'morphogenesis', 'protein,3')",4971582.271115589
"('Salt-induced', 'outer', 'membrane')",4965733.4366666945
"('shows', 'GTPase', 'activity')",4945347.80148047
"('Site-specific', 'tyrosine', 'recombinase')",4935505.382806039
"('glycoside', 'hydrolase', 'Family')",4916406.1174192
"('weight', 'phosphotyrosine', 'protein')",4916162.3404328115
"('Phosphonate', 'ABC', 'transporter')",4886875.736605566
"('secretory', 'system', 'Conjugative')",4870855.482950414
"('wall', 'surface', 'anchor')",4869413.984283309
"('signal', 'transduction', 'system')",4849344.298304602
"('nucleoside', 'deoxyribosyltransferase', 'activity')",4846426.146155079
"('base', 'plate', 'protein')",4845524.246964432
"('icosahedral', 'viral', 'capsid')",4827776.978748245
"('Mate', 'efflux', 'family')",4820831.171052809
"(',Mazg', 'nucleotide', 'pyrophosphohydrolase')",4808676.04417094
"('viral', 'recombinase', 'domain')",4771319.128912875
"('Carbamoyl-phosphate', 'synthetase', 'large')",4759017.49304688
"('binding-protein-dependent', 'transport', 'system')",4750391.160802915
"('like', 'proteins,4Fe-4S', 'iron')",4732060.351786936
"('using', 'either', 'L-glutamine')",4718835.6198171815
"('transcriptional', 'preinitiation', 'complex')",4715014.514817967
"('NOG14118', 'non', 'supervised')",4678401.6872584885
"('NOG18028', 'non', 'supervised')",4678401.6872584885
"('dCTP', 'diphosphatase', 'activity')",4673499.437885422
"('thus', 'removing', 'DNA')",4672928.516058482
"('dehydrogenase', 'fumarate', 'reductase')",4670467.483773549
"('-methyltransferase', 'family,2-oxoacid', 'acceptor')",4648677.638761039
"('Mu-like', 'prophage', 'protein')",4645569.184069708
"('aromatic', 'amino', 'acid')",4632281.582541039
"('phosphorylated', 'active-site', 'intermediate')",4628353.74550112
"('pyridoxal-phosphate-dependent', 'aminotransferase', 'family')",4605959.522225847
"('cellulose', '1,4-beta-cellobiosidase', 'activity,3H')",4604058.532661463
"('COG', 'NOG06285', 'non')",4603595.70110987
"('COG', 'NOG08812', 'non')",4603595.70110987
"('COG', 'NOG28280', 'non')",4603595.70110987
"('VRR-NUC', 'domain-containing', 'protein')",4601229.880581311
"('Ribosomal', 'protein', 'S1-like')",4588512.848768499
"('protein', 'S1-like', 'RNA-binding')",4588419.417702275
"('sugar-binding', 'region', 'containing')",4568798.866409913
"('Pyrimidine', 'dimer', 'DNA')",4562052.063163001
"('COG1191', 'DNA-directed', 'RNA')",4551980.8670924865
"('Sec', 'translocase', 'complex')",4535710.140073051
"('transporter', 'FtsEX', 'involved')",4517894.804659939
"('two', 'carboxylate', 'groups')",4516699.608079047
"('Bifunctional', 'purine', 'biosynthesis')",4510619.562035643
"('trans-encoded', 'small', 'RNA')",4506370.6684182845
"('N-glycosylase', 'activity', 'releases')",4500532.513210737
"('resistance', 'protein', 'TerB')",4487776.344343762
"('transcription', 'elongation', 'past')",4467990.382631724
"('sheath', 'C-terminal', 'domain')",4441892.392822112
"('ribosomal', '30S', 'subunits')",4439567.163231998
"('Helps', 'process', 'Holliday')",4400440.367455528
"('beta', 'ribbon', 'domain')",4375520.704668815
"('Fic', 'DOC', 'family')",4363540.527135673
"('AMP-binding', 'enzyme,3D', 'domain')",4362004.468652029
"('nucleotide', 'pyrophosphohydrolase', 'domain')",4346566.116660731
"('Coenzyme', 'PQQ', 'synthesis')",4333202.614098173
"('module', 'antidote', 'protein')",4329003.505528092
"('endonuclease', 'distantly', 'related')",4309662.864588458
"('3-hydroxyacyl-CoA', 'dehydrogenase', 'activities')",4305587.335360984
"('eventually', 'DNA', 'repair')",4290907.72793848
"('DNA', 'phosphodiester', 'backbone')",4278626.349627324
"('DnaB', 'onto', 'DNA')",4272398.807479836
"('Bacteriophage', 'Gp15', 'protein')",4268667.51295393
"('periplasmic', 'substrate-binding', 'proteins')",4254802.412500719
"('L-2-amino-thiazoline-4-carboxylic', 'acid', 'hydrolase')",4254273.752616468
"('Threonine', 'alanine', 'tRNA')",4250768.019175573
"('sigma', 'factor', 'antagonist')",4244884.6376687065
"('tube', 'protein', 'FII')",4235879.987899273
"('regulatory', 'protein', 'Rha')",4207234.970645384
"('amino', 'acid', 'transport')",4199894.4921911545
"('COG', 'NOG14934', 'non')",4188767.1360075674
"('primary', 'fatty', 'acyl')",4185132.9336083457
"('thiazole', 'phosphate', 'moiety')",4179113.639478817
"('complex', 'mediates', 'electron')",4174751.3135294863
"('Competence', 'protein', 'CoiA-like')",4171504.6234185467
"('methyl-accepting', 'chemotaxis', 'protein')",4171290.7732456247
"('protein', 'PapG', 'overexpression')",4171289.6231106413
"('complete', 'protein', 'translocation')",4171282.964676789
"('COG0732', 'Restriction', 'endonuclease')",4082697.577618064
"('Uncharacterized', 'protein', 'conserved')",4061534.966436232
"('membrane', 'proton', 'channel')",4057025.0665371306
"('pfkB', 'family', 'carbohydrate')",4044255.4830649295
"('ATP-binding', 'cassette', 'transporter')",4043732.0244580475
"('NOG32529', 'non', 'supervised')",4024741.005032959
"('May', 'also', 'act')",4021760.850742941
"('subunit', 'Fumarate', 'hydratase')",4015180.534168644
"('DNA', 'using', 'NAD')",4013405.597618502
"('Pyridoxal', 'phosphate', 'biosynthetic')",4009935.73643034
"('The', 'complex', 'acts')",3995759.0931524574
"('purine', 'salvage', 'pathway')",3978357.311641836
"('DNA', 'polymerase', 'III')",3977429.01189475
"('Phosphoribosyl', 'synthetase-associated', 'domain')",3965971.8387482725
"('PFAM', 'Mannosyl-glycoprotein', 'endo-beta-N-acetylglucosaminidase')",3949391.4395608287
"('sulfur', 'delivery', 'protein')",3939523.1078601107
"('amine', 'dehydrogenase', 'activity')",3899569.873820843
"('acid', 'biosynthetic', 'process')",3871755.8560638144
"('Phage', 'tail', 'tube')",3862899.063080556
"('rRNA', 'precursor', 'transcript')",3860757.8125929045
"('dTDP', 'biosynthetic', 'process')",3856263.710067812
"('Cold', 'shock', 'protein')",3846303.008684582
"('probes', 'one', 'DNA')",3845159.779258749
"('fatty', 'acid', 'synthesis')",3835629.836814
"(',Tail', 'tubular', 'protein')",3823804.3879140774
"('starvation', 'protein', 'PhoH')",3823778.844731222
"('starvation', 'protein', 'CstA')",3823759.2131541967
"('Carbon', 'starvation', 'protein')",3823759.2131541967
"('Serine/Threonine', 'protein', 'kinases')",3823686.2200474837
"('conjugation', 'TrbI-like', 'protein')",3823682.7327362224
"('bifunctional', 'protein', 'HisB')",3823682.0420219796
"('via', 'aminoadipic', 'acid')",3799415.682238581
"('N-terminal', 'SAM-like', 'domain')",3799123.26374794
"('phageSPP1_gp7', 'phage', 'head')",3795342.9854457653
"('thiamine', 'salvage', 'pathway')",3780948.908026605
"('C-terminal', 'CBS', 'domains')",3776256.663774949
"('COG', 'NOG19089', 'non')",3773939.664166187
"(',YqaJ-like', 'viral', 'recombinase')",3771560.3832882373
"(',YqaJ', 'viral', 'recombinase')",3771560.3832882373
"('nucleotidyltransferase,5-formyltetrahydrofolate', 'cyclo-ligase', 'family')",3768552.8048237218
"('Single-stranded', 'DNA-binding', 'protein')",3759130.685404765
"('tail', 'collar', 'domain')",3755508.240896303
"('Sugar-specific', 'transcriptional', 'regulator')",3746293.2399066505
"('transcriptional', 'regulator', 'Cro,3')",3746293.2399066505
"('transcriptional', 'regulator', 'SpoIIID')",3746293.2399066505
"('transcriptional', 'regulator', 'TrmB')",3746293.2399066505
"('transcriptional', 'regulator', 'PadR')",3744611.5067285825
"('Carbamoyl-phosphate', 'synthetase', 'ammonia')",3742047.8551858976
"('SNF2', 'family', 'N-terminal')",3726260.1497504245
"('regulator', 'containing', 'CheY-like')",3716631.5410304395
"('first', 'double', 'bond')",3697674.7818588577
"('Carbamoyl-phosphate', 'synthase', 'small')",3690794.1441254145
"('beta', 'sandwich', 'domain')",3689575.2495145304
"('hypothetical', 'protein', 'BR0599')",3671248.389727545
"('Starch', 'synthase', 'catalytic')",3659673.031698573
"('compound', 'biosynthetic', 'process')",3636556.5139834085
"('factor', 'enzyme', '1,23S')",3635099.7597117038
"('IrrE', 'N-terminal-like', ""domain,3'-to-5"")",3631078.0917455447
"('spermidine', 'putrescine', 'transport')",3622478.023135271
"('Bacterial', 'dnaA', 'protein')",3617039.4879866233
"('electron', 'acceptor', 'NAD')",3606958.90773876
"('DNA', 'internalization-related', 'competence')",3588816.941847372
"('dependent', 'RNA', 'polymerase,5')",3586618.8700948297
"('ATP-dependent', 'Clp', 'proteases')",3572302.44236895
"('energy', 'transducer', 'activity')",3570441.098775461
"('cysteine', 'cysteine', 'desulfurase')",3566657.0453780894
"('sigma-70', 'factor', 'family')",3559511.906929288
"('O,36-mer', 'N-terminal', 'peptide')",3540710.579388808
"('gpK,36-mer', 'N-terminal', 'peptide')",3540710.579388808
"('protein,36-mer', 'N-terminal', 'peptide')",3540710.579388808
"('N-terminal', 'phage', 'replisome')",3529382.7567251995
"('Histidine', 'biosynthesis', 'bifunctional')",3526816.165629165
"('rich', 'repeat', ""protein,5'-3"")",3510876.6575209326
"('SPP1', 'gp7', 'family')",3496834.8124214094
"('ATP-dependent', 'zinc', 'metallopeptidase')",3482637.720408173
"('PFAM', 'Lanthionine', 'synthetase')",3480863.651498784
"('queuosine', 'metabolic', 'process')",3451861.926145351
"('diester', 'phosphodiesterase', 'family')",3447391.1190178804
"('Uncharacterised', 'protein', 'conserved')",3447352.3093652413
"('nuclease', 'domain,23S', 'rRNA-intervening')",3440353.1365168835
"('Paralog', 'group', 'containing')",3423727.1778206034
"('group', 'containing', 'PA0028')",3423727.1778206034
"('biosynthesis', 'protein', 'BcsQ')",3414081.339071526
"('rRNA-intervening', 'sequence', 'protein')",3412837.5621630377
"('nucleoside', 'diphosphate', 'derivatives')",3399414.6121366257
"('surface', 'antigen', 'proteins')",3395930.1291009625
"('looped-hinge', 'helix', 'DNA')",3392783.4502420896
"('small', 'subunit,4Fe-4S', 'iron')",3380558.2337054927
"('Bacterial', 'Ig-like', 'domain')",3377972.7048943173
"('Lambda', 'Phage', 'CIII')",3377431.529157921
"('COG', 'COG1653', 'ABC-type')",3373566.13835498
"('NOG28221', 'non', 'supervised')",3371082.045489942
"('NOG34759', 'non', 'supervised')",3371082.045489942
"('NOG30624', 'non', 'supervised')",3371082.045489942
"('NOG28456', 'non', 'supervised')",3371082.045489942
"('NOG23400', 'non', 'supervised')",3371082.045489942
"('NOG23194', 'non', 'supervised')",3371082.045489942
"('NOG13853', 'non', 'supervised')",3371082.045489942
"('COG', 'NOG09493', 'non')",3359113.285581409
"('COG', 'NOG22561', 'non')",3359113.285581409
"('RNA', 'pseudouridylate', 'synthase')",3353295.8791101216
"('HK97', 'gp10', 'family')",3347285.6678818474
"('Cellulose', 'biosynthesis', 'protein')",3347138.142351828
"('free', 'ribosomal', '30S')",3347087.2402454275
"('COG', 'COG1191', 'DNA-directed')",3337191.5706426273
"('PFAM', 'extracellular', 'solute-binding')",3329740.3207176235
"('P22', 'coat', 'protein')",3329533.227688456
"('bacterial', 'defense', 'system')",3321804.5499970494
"('acid', 'ATP-binding', 'cassette')",3295399.3531366466
"('peptide', 'transport', 'system')",3294724.0150941126
"('pyocin', 'immunity', 'protein')",3277545.0518509434
"('protein', '2,37-kD', 'nucleoid-associated')",3277442.253248546
"('serine', 'threonine', 'kinase')",3274592.8719706126
"('formate', 'transmembrane', 'transporter')",3273584.62133507
"('Aminoacyl-tRNA', 'editing', 'domain')",3271503.83542336
"('first', 'step', 'cysteine')",3268665.5663238233
"('Histidine', 'kinase-', 'DNA')",3264183.517282315
"('Chromatin', 'associated', 'protein')",3262830.6048666965
"('DNA', 'gyrase', 'topoisomerase')",3259493.7974776537
"('Phage', 'tail', 'sheath')",3256472.930596062
"('Arg', 'decarboxylase', 'major')",3249179.2968101995
"('head', 'morphogenesis', 'protein')",3244753.759560715
"('SrmB-', 'binding', 'site')",3244655.6042613825
"('length', 'tape', 'measure')",3240500.2908268142
"('repeat', 'protein,4Fe-4S', 'single')",3238832.5004624976
"('transposase', 'activity,4Fe-4S', 'single')",3237141.17469591
"('tube', 'protein,4Fe-4S', 'iron')",3231550.1899074954
"('70S', 'ribosomal', 'complex')",3231344.9637568262
"('toxin', 'secretion', 'phage')",3228152.825413863
"('PFAM', 'Lantibiotic', 'dehydratase')",3220238.8731584623
"('Phage', 'prohead', 'protease')",3216344.221595143
"('associated', 'protein', 'KTI12')",3211850.4513003626
"('Peptidase', 'M16C', 'associated')",3203533.733618201
"('antitermination', 'factor', 'NusG')",3191683.4155697646
"('two', 'main', 'functions')",3186781.824980415
"('arginine', 'biosynthesis', 'genes')",3174416.6690479685
"('signal', 'peptide', 'across')",3165074.3676260835
"('2-oxoglutarate', 'dehydrogenase', 'complex')",3164028.443227296
"('stress', 'factor', 'RpoS')",3162840.495704567
"('requires', 'integration', 'host')",3156592.39276258
"('DNA-binding', 'domain,2-oxoacid', 'acceptor')",3152246.371877087
"('AP-lyase', 'activity', 'cleaves')",3150359.373192112
"('substrate-binding', 'protein', 'PnrA-like')",3128649.444380881
"('Nucleoside', 'diphosphate', 'kinase')",3127798.093556979
"('Oxidoreductase', 'FAD-binding', 'domain')",3115717.303194232
"('TBP-like', 'fold,3D', 'domain')",3115717.303194232
"('ferredoxin-like', 'half', 'domain')",3115717.303194232
"('yield', 'small', 'peptide')",3115090.0721879858
"('ligand', 'binding', 'region')",3113356.489621648
"('Holliday', 'junction', 'resolvase,3D')",3105081.2609972884
"('archaeal', 'Holliday', 'junction')",3102277.597979146
"('Phage', 'portal', 'protein')",3095408.434393916
"('Outer', 'membrane', 'efflux')",3084217.442783634
"('2-hydroxyacid', 'dehydrogenase', 'catalytic')",3076595.806411158
"('cysteine-type', 'peptidase', 'activity,3D')",3065035.2131388453
"('PFAM', 'C-5', 'cytosine-specific')",3061604.8512743036
"('-hydroxamate', 'transport', 'system')",3055233.740333701
"('translocation', 'pathway', 'signal')",3053933.4418694647
"('The', 'SRP-RNC', 'complex')",3052283.9540543053
"('Mediates', 'ATP-dependent', 'release')",3028923.149844685
"('Putative', 'phage', 'holin')",3027606.1932266876
"('acetoacetate', 'metabolism', 'regulatory')",3003469.4376348415
"('Arm', 'DNA-binding', 'domain')",3002947.9201337057
"('addiction', 'module', 'killer')",2998893.870407855
"('helicase', 'recG', 'C-terminal')",2981619.3924213587
"('Class', 'III', 'signal')",2981158.987055684
"('stimulating', 'RNA', 'polymerase')",2978988.2951834137
"('recombinase', 'activity,4Fe-4S', 'iron')",2973838.117661178
"('heat', 'shock', 'genes')",2970214.2611878533
"('Replication', 'initiator', 'protein')",2961039.4372537527
"('dnaD_dom', 'DnaD', 'domain')",2956874.573027679
"('recombinational', 'DNA', 'repair')",2950212.056803503
"('COG', 'NOG14118', 'non')",2944288.000248913
"('COG', 'NOG18028', 'non')",2944288.000248913
"('Inner', 'membrane', 'component')",2923096.7966042585
"('acetyl-CoA', 'synthase', 'delta')",2920699.3498402946
"('glutamine-', 'binding', 'beta')",2917769.183283979
"('immediate', 'electron', 'acceptor')",2912493.796650971
"('N-terminal,3D', 'domain,3D', 'domain')",2908740.5559124565
"('exponential', 'growth,3D', 'domain')",2908002.781519279
"('segregation', 'ATPase', 'FtsK')",2895340.6403683126
"('prophage', 'major', 'head')",2878108.130093306
"('The', 'V-type', 'alpha')",2874880.17160941
"('protein', 'Mlr8012', 'SWALL')",2867773.9154002
"('protein', 'xf0485', 'SWALL')",2867773.9154002
"('Enterobacterial', 'Ail/Lom', 'protein')",2867761.9021848887
"('nucleic', 'acid', 'breakdown')",2833049.894595282
"('prohead', 'serine', 'protease,3')",2812452.4775195564
"('prohead', 'serine', 'protease,3-deoxy-D-manno-octulosonate')",2812452.4775195564
"('prohead', 'serine', 'protease,3D')",2812452.4775195564
"('Cell', 'wall-binding', 'repeat')",2803872.446875979
"('head', 'decoration', 'protein')",2794176.9495319608
"('isopropylmalate', 'dehydrogenases', 'family')",2763859.2953136554
"('Transporter', 'DASS', 'family')",2763575.9311253848
"('Divergent', 'PAP2', 'family')",2763575.2386807227
"('COG5614', 'Bacteriophage', 'head-tail')",2760606.4145944803
"('Transcription', 'termination', 'antitermination')",2755757.528700986
"('Periplasmic', 'copper-binding', 'protein')",2753208.3417221718
"('modification', 'DNA', 'specificity')",2747088.266976614
"('abortive', 'infection', 'protein')",2740320.553076829
"('carbon-nitrogen', 'ligase', 'activity')",2738194.5184418685
"('ribosomal', 'translocation', 'step')",2736132.006325465
"('helix-turn-helix', 'protein,23S', 'rRNA-intervening')",2721695.026142894
"('NOG34358', 'non', 'supervised')",2717424.808622628
"('NOG31012', 'non', 'supervised')",2717424.808622628
"('NOG28036', 'non', 'supervised')",2717424.808622628
"('NOG27661', 'non', 'supervised')",2717424.808622628
"('NOG27649', 'non', 'supervised')",2717424.808622628
"('NOG26858', 'non', 'supervised')",2717424.808622628
"('NOG18757', 'non', 'supervised')",2717424.808622628
"('NOG16623', 'non', 'supervised')",2717424.808622628
"('nickel', 'cation', 'binding')",2715166.3813568177
"('DMSO', 'reductase', 'chain')",2705453.969889874
"('nucleotide', 'precursor', 'UDP-N-acetylmuramoyl-L-alanine')",2693541.798143954
"('assembly', 'chaperone', 'protein')",2656837.394849907
"('cellulose', '1,4-beta-cellobiosidase', 'activity,3D')",2656468.568509043
"('also', 'mRNA', 'maturation')",2655504.2120021246
"('recombinase', 'family,4Fe-4S', 'iron')",2653192.9543129085
"('Winged', 'helix-turn-helix', 'DNA-binding')",2648579.6211125846
"('ribosomal', 'silencing', 'factor')",2647957.118350466
"('PFAM', 'copper', 'amine')",2645453.2133861817
"('ion', 'regulated', 'sequence-specific')",2632380.229045161
"('sheath', 'protein', 'subtilisin-like')",2626462.2987957415
"('alcohol', ""dehydrogenase,5'-deoxynucleotidase"", 'activity')",2625147.672759131
"('AlwI', 'restriction', 'endonuclease')",2621432.6120884903
"('conserved', 'GGQ', 'motif')",2619129.9161119442
"('aromatic', 'ring', 'system')",2591626.920650285
"('ABC-type', 'molybdenum', 'transport')",2589597.478953415
"('Willebrand', 'factor', 'type')",2589027.998828061
"('tRNA', 'modifying', 'enzyme')",2585129.8888649675
"('meiotic', 'recombination', 'intermediates')",2564755.3193781707
"('transporter', 'complex', 'FbpABC')",2564235.4117474053
"('transporter', 'complex', 'MetNIQ')",2564235.4117474053
"('transporter', 'complex', 'RbsABC')",2564235.4117474053
"('transporter', 'complex', 'TagGH')",2564235.4117474053
"('Intron-encoded', 'nuclease', 'repeat')",2558552.52101278
"('receiver', 'AAA-type', 'ATPase')",2543581.3358062147
"('Recruits', 'intracellular', 'free')",2542671.8435271075
"('dehydrogenase/acetyl-CoA', 'synthase', 'complex')",2536558.1918694847
"('COG', 'NOG32529', 'non')",2529463.808164377
"('kinase-', 'DNA', 'gyrase')",2527565.3546121437
"('Winged', 'helix', 'DNA-binding')",2515658.5599322994
"('containing', 'alcohol', 'dehydrogenase')",2495212.6576300687
"('chaperone', 'homology', 'domain')",2491127.775292905
"('COG4626', 'Phage', 'terminase-like')",2486936.2126145693
"('Phosphoribosyl', 'transferase', 'domain')",2478407.0549629675
"('COG', 'COG0768', 'Cell')",2471821.9003648944
"('Major', 'facilitator', 'superfamily')",2471247.768245999
"('ABC', 'transporter', 'complex')",2468461.976803243
"('recombining', 'DNA', 'molecules')",2446917.304920555
"('diguanylate', 'cyclase', 'activity')",2439127.459248885
"('virion', 'morphogenesis', 'family')",2424294.237047269
"('M16', 'inactive', 'domain')",2423333.431225736
"('first', 'condensation', 'reaction')",2416076.745619138
"('TIGRFAM', 'phage-associated', 'protein')",2412953.684359482
"('maturation', 'permease', 'component')",2404500.6874364503
"('Predicted', 'Zn-dependent', 'protease')",2400167.479655702
"('Conserved', 'hypothetical', 'protein')",2398339.906463912
"('nucleic', 'acid-templated', 'transcription')",2391814.2501307125
"('cell', 'wall', 'biogenesis,2-oxoacid')",2383760.5010102047
"('Phosphoadenosine', 'phosphosulfate', 'reductase,4Fe-4S')",2377025.962526371
"('signaling', 'receptor', 'activity')",2362701.5036505037
"('DNA', 'wraps', 'around')",2361060.4748587017
"('Its', 'function', 'overlaps')",2347759.612393421
"('tail', 'tube', 'protein')",2346977.7749126726
"('Nucleotidyltransferase', 'substrate', 'binding')",2346283.3540152027
"('Single-strand', 'binding', 'protein')",2344225.4472664744
"('penultimate', 'amino', 'acid')",2333082.8247904857
"('two', 'major', 'building')",2327062.4749127845
"('Holliday', 'junction', 'migration')",2319405.395233297
"('This', 'enzyme', 'acetylates')",2319378.4604095635
"('This', 'enzyme', 'scavenges')",2319378.4604095635
"('Putative', 'bacterial', 'toxin')",2317122.364198851
"('releases', 'amino', 'acids')",2310023.080042737
"('superfamily', 'c-terminal', 'domain')",2306568.6192770493
"('LAGLIDADG', 'DNA', 'endonuclease')",2304153.246967311
"('thiamine', 'biosynthesis', 'family')",2299897.2017221265
"('Polysaccharide', 'Biosynthesis', 'Protein')",2297027.7203884376
"('Antirestriction', 'protein', 'Ral')",2294681.814376319
"('Superinfection', 'exclusion', 'protein')",2294290.6466799797
"('Multidrug', 'Resistance', 'protein')",2294208.880705356
"('length', 'determinant', 'protein')",2294208.808376096
"('Minor', 'capsid', 'protein')",2288316.6739370455
"('ligase', 'second', 'additional')",2280301.017200251
"('ribonucleoside-diphosphate', 'reductase', 'activity')",2257086.448318867
"('D82035', 'ParB', 'family')",2244182.597906254
"('Ftsk', 'spoiiie', 'family')",2240736.5262526777
"('Short', 'chain', 'dehydrogenase')",2240396.1125086895
"('short-lived', 'regulatory', 'proteins')",2238527.094402832
"('cheY-homologous', 'receiver', 'domain')",2237988.713232842
"('Primosomal', 'protein', 'DnaI')",2230475.799476134
"('DNA', 'restriction-modification', 'system')",2221887.613153606
"('closed', 'circular', 'dsDNA')",2220695.032122817
"('PFAM', 'Ferredoxin', 'thioredoxin')",2209759.9551736605
"('CRISPR-associated', 'protein', 'Cas5')",2200440.376219643
"('metal', 'ion', 'binding')",2190194.6494857697
"('tRNA', 'wobble', 'uridine')",2185926.2175873867
"('PFAM', 'Peptidase', 'S24')",2184369.461062021
"('DNA', 'polymerase', 'exhibits')",2181009.3001284557
"('membrane', 'transporter', 'YedA')",2165848.3869621553
"('large', 'subunit,4Fe-4S', 'single')",2165608.1324608466
"('histidine', 'biosynthesis', 'seems')",2164182.975149846
"('Addiction', 'module', 'antidote')",2162298.206453225
"('phage', 'lysis', 'holin')",2153229.931382897
"('amino', 'acid', 'motif')",2151332.5675098547
"('restriction', 'enzyme', 'res')",2144947.163692826
"('nucleic', 'acid', 'binding,4Fe-4S')",2128484.708958197
"('Tellurium', 'resistance', 'protein')",2124763.8267638567
"('wall', 'hydrolase', 'SleB')",2123655.6453660633
"('Glycosyl', 'hydrolase', '108,4')",2118896.701616707
"('RecT', 'family,4Fe-4S', 'single')",2114700.6207809323
"('COG', 'NOG28456', 'non')",2114640.7093234784
"('COG', 'NOG30624', 'non')",2114640.7093234784
"('COG', 'NOG28221', 'non')",2114640.7093234784
"('COG', 'NOG23400', 'non')",2114640.7093234784
"('COG', 'NOG13853', 'non')",2114640.7093234784
"('Catalyzes', 'carboxymethyl', 'transfer')",2092799.937992309
"('Bacteriophage', 'holin', 'family')",2088133.33090187
"('surface', 'protein', '26-residue')",2085664.8457610512
"('primase', 'catalytic', 'core')",2077679.5733145687
"('type', 'zinc', 'finger')",2073897.9904358704
"('Protease', 'prsW', 'family')",2072681.8521935213
"('M18', 'family', 'aminopeptidase')",2072681.2259879368
"('NOG30576', 'non', 'supervised')",2063769.294424208
"('NOG27363', 'non', 'supervised')",2063769.294424208
"('NOG28307', 'non', 'supervised')",2063769.294424208
"('NOG23378', 'non', 'supervised')",2063769.294424208
"('NOG31621', 'non', 'supervised')",2063769.294424208
"('NOG32009', 'non', 'supervised')",2063769.294424208
"('NOG38840', 'non', 'supervised')",2063769.294424208
"('NOG23390', 'non', 'supervised')",2063769.294424208
"('NOG33632', 'non', 'supervised')",2063769.294424208
"('NOG23371', 'non', 'supervised')",2063769.294424208
"('NOG19168', 'non', 'supervised')",2063769.294424208
"('NOG19079', 'non', 'supervised')",2063769.294424208
"('NOG18738', 'non', 'supervised')",2063769.294424208
"('NOG16854', 'non', 'supervised')",2063769.294424208
"('NOG14720', 'non', 'supervised')",2063769.294424208
"('NOG09947', 'non', 'supervised')",2063769.294424208
"('NOG06028', 'non', 'supervised')",2063769.294424208
"('translation', 'termination', 'release')",2062878.7038600778
"('specific', 'serine', 'residue')",2060197.942668552
"('mature', '70S', 'translation')",2058015.3906986061
"('Restriction', 'endonuclease', 'BamHI')",2056006.0106179935
"('C4-dicarboxylate', 'transport', 'system')",2050854.8105478017
"('folded', 'proteins', 'containing')",2033104.127855491
"('alpha', 'beta', 'alpha')",2021087.4735990243
"('connector', 'protein,4Fe-4S', 'single')",2019234.4948002105
"('Alpha', 'beta', 'hydrolase')",2018253.847882148
"('certain', 'stress', 'conditions')",2012747.5375214065
"('Prophage', 'endopeptidase', ""tail,5'-3"")",2007301.884666197
"('cell', 'wall', 'binding')",1998349.193827939
"('viral', 'recombinase', 'family,3D')",1996586.8117495799
"('regulatory', 'system', 'BaeS')",1993440.7341823878
"('system', 'sorbose', 'subfamily')",1987189.615439718
"('Prokaryotic', 'N-terminal', 'methylation')",1986238.4955464883
"('COG0338', 'Site-specific', 'DNA')",1979121.7941495327
"('Transposase', 'DDE', 'domain')",1979089.3652521025
"('O-antigen', 'ligase', 'like')",1978680.8075872117
"('epsilon', 'subunit', 'contain')",1964612.5117896772
"('contains', 'transmembrane', 'domains')",1963703.566411007
"('Major', 'tail', 'shaft')",1957976.7722141764
"('thus', 'giving', 'elongation')",1954744.3030202058
"('Bacteriophage', 'peptidoglycan', 'hydrolase')",1954658.479477428
"('dependent', 'RNA', 'polymerase')",1945175.6906914087
"('phage', 'serine', 'protease')",1939472.262250185
"('DNA-dependent', 'ATPase', 'involved')",1931442.989015735
"('ribosomal', 'subunit', 'IF-1')",1927247.6084205166
"('clamp', 'loading', 'complex')",1923724.5526404728
"('ABC', 'transporter', 'related')",1922630.7227512128
"('Putative', 'phage', 'serine')",1918392.1450051817
"('This', 'ensures', 'cell')",1914943.3037770528
"('GAF', 'domain-containing', 'protein')",1912429.3957598796
"('Penicillin-binding', 'protein', 'Tp47')",1911896.7971805139
"('small', 'molecular', 'weight')",1905952.8120472764
"('RNAseH', 'like', 'domain')",1904002.433256837
"('Carbohydrate', 'ABC', 'transporter')",1899126.928334982
"('non-canonical', 'ABC', 'transporter')",1899126.928334982
"('citrate', 'synthase,3D', 'domain')",1896523.4270461584
