quadgram,PMI
"('COG0827', 'Adenine-specific', 'DNA', 'methylase')",30.476733202616984
"('Virulence', 'factor', 'Mce', 'family')",30.475283926094384
"('Multiple', 'stress', 'resistance', 'protein')",30.475252307817357
"('Toxin', 'secretion', 'phage', 'lysis')",30.46975793772576
"('UvrB', 'subunits', 'scans', 'DNA')",30.464940590890674
"('reductase', 'catalytic', 'beta', 'chain')",30.459844184814123
"('PFAM', 'UvrD', 'REP', 'helicase')",30.459347901106984
"('adenine-specific', 'DNA', 'methyltransferase,4Fe-4S', 'iron')",30.451624754026447
"('protein', 'Cas6,4Fe-4S', 'single', 'cluster')",30.446959660831798
"('module', 'antidote', 'protein', 'HigA')",30.44347281257673
"('Toxic', 'anion', 'resistance', 'protein')",30.43572394363072
"('Heat', 'shock', 'protein', 'DnaJ')",30.422307885094984
"('transporter', 'complex', 'PotABCD', 'involved')",30.414943780217094
"('transporter', 'complex', 'FbpABC', 'involved')",30.41494378021709
"('transporter', 'complex', 'MetNIQ', 'involved')",30.41494378021709
"('transporter', 'complex', 'PstSACB', 'involved')",30.41494378021709
"('transporter', 'complex', 'RbsABC', 'involved')",30.41494378021709
"('transporter', 'complex', 'TagGH', 'involved')",30.41494378021709
"('transporter', 'complex', 'ZnuABC', 'involved')",30.41494378021709
"('alanine', 'tRNA', 'ligase', 'second')",30.408896077089395
"('function', 'transcriptional', 'attenuator', 'common')",30.40435426019784
"('requires', 'integration', 'host', 'factor')",30.40381997307611
"('various', 'branched', 'DNA', 'structures')",30.395543064916197
"('Gram-negative', 'bacterial', 'TonB', 'protein')",30.393037544529175
"('like', 'protein,23S', 'rRNA-intervening', 'sequence')",30.387326392076982
"('The', 'immediate', 'electron', 'acceptor')",30.384587625038684
"('pfkB', 'family', 'carbohydrate', 'kinase')",30.382944849232583
"('DNA', 'unwinding', 'activity', 'characteristic')",30.3792928488969
"('IV-like', 'SAM-binding', 'methyltransferase', 'superfamily')",30.37689586853056
"('I-like', 'SAM-binding', 'methyltransferase', 'superfamily')",30.376895868530553
"('domain,4Fe-4S', 'single', 'cluster', 'domain')",30.373953670807843
"('transporter,4Fe-4S', 'single', 'cluster', 'domain')",30.37395367080784
"('protease,4Fe-4S', 'single', 'cluster', 'domain')",30.37395367080784
"('X,4Fe-4S', 'single', 'cluster', 'domain')",30.37395367080784
"('proteins,4Fe-4S', 'single', 'cluster', 'domain')",30.373953670807836
"('oxidative', 'damage', 'repair', 'enzymes')",30.35757331987036
"('nucleotide-binding', 'protein', 'containing', 'TIR-like')",30.353622863415833
"('ATP-dependent', 'Clp', 'protease', 'proteolytic')",30.32966046315283
"('protein', 'E,4Fe-4S', 'iron', 'sulfur')",30.32960839547849
"('HTH', 'DNA-binding', 'domain,4Fe-4S', 'iron')",30.323080403124813
"('PFAM', 'Integrase', 'catalytic', 'region')",30.322496579561005
"('lysine', 'biosynthetic', 'process', 'via')",30.310792359031613
"('PFAM', 'Fic', 'DOC', 'family')",30.309830653237
"('MAP', 'kinase', 'kinase', 'kinase')",30.30650323035446
"('conjugative', 'transfer', 'system', 'lipoprotein')",30.305679507182624
"('DNA-binding', 'transcriptional', 'regulator', 'Cro')",30.29817175743215
"('intein', 'hint', 'domain', 'protein')",30.296449155028593
"('addiction', 'module', 'antidote', 'protein')",30.279194034294378
"('synthetase', 'second', 'additional', 'domain')",30.27177638589799
"('PFAM', 'AIR', 'synthase', 'related')",30.271214123428788
"('Capsular', 'polysaccharide', 'biosynthesis', 'protein')",30.270781794478168
"('protein', '2,2-oxoacid', 'acceptor', 'oxidoreductase')",30.26906532188915
"('COG', 'COG4570', 'Holliday', 'junction')",30.265249157121126
"('DNA-directed', 'RNA', 'polymerase', 'specialized')",30.246423901677062
"('COG1595', 'DNA-directed', 'RNA', 'polymerase')",30.246423901677062
"('COG1191', 'DNA-directed', 'RNA', 'polymerase')",30.246423901677055
"('DNA-binding', 'helix-turn-helix', 'protein,23S', 'rRNA-intervening')",30.234471899940427
"('transporter', 'peripheral', 'membrane', 'component')",30.22735521064413
"('system', 'inner', 'membrane', 'component')",30.22614987963337
"('MobA', 'MobL', 'family', 'protein')",30.222956769719442
"('phosphatidylinositol-4-phosphate', '5-kinase', 'family', 'protein')",30.222956769719442
"('YcfS', 'YnhG', 'family', 'protein')",30.222956769719442
"('ycfS', 'ynhG', 'family', 'protein')",30.222956769719442
"('Mg2', 'transporter-C', 'family', 'protein')",30.222956769719442
"('KamA', 'family', 'protein', 'HI_0329')",30.222956769719442
"('CobW', 'P47K', 'family', 'protein')",30.222956769719442
"('5-kinase', 'family', 'protein', 'K00889')",30.222956769719442
"('family,4Fe-4S', 'single', 'cluster', 'domain')",30.20402866936553
"('PFAM', 'Restriction', 'endonuclease', 'BamHI')",30.20385034191669
"('amino', 'acid', 'transport', 'signal')",30.156288077180058
"('Bacterial', 'transferase', 'hexapeptide', 'repeat')",30.134689115101615
"('contains', 'double-stranded', 'beta-helix', 'domain')",30.12316707204875
"('lactis', 'bacteriophage', 'major', 'structural')",30.105254434352208
"('T4-like', 'virus', 'tail', 'tube')",30.10006837838254
"('Peptidase', 'M16', 'inactive', 'domain')",30.100044627750048
"('cell', 'wall', 'hydrolase', 'autolysin')",30.09756766858829
"('ribosomal', 'rna', 'small', 'subunit')",30.09751266419268
"('Cro/C1-type', 'HTH', 'DNA-binding', 'domain,2-oxoacid')",30.091754857018355
"('Cro/C1-type', 'HTH', 'DNA-binding', ""domain,5'-nucleotidase"")",30.091754857018355
"('system', 'permease', 'DctM', 'subunit')",30.07473336843759
"('capsid', 'protein', '2,37-kD', 'nucleoid-associated')",30.07045531449531
"('arabinose', 'operon', 'control', 'protein')",30.042421175121525
"('The', 'HisH', 'subunit', 'provides')",30.03008087133565
"('SpoU', 'rRNA', 'Methylase', 'family')",30.026552242440896
"('DNA', 'mismatch', 'repair', 'MUTS')",30.013530311044054
"('methyl-directed', 'DNA', 'mismatch', 'repair')",30.01353031104405
"('toxin', 'secretion', 'phage', 'lysis')",30.008624023857458
"('Bacterial', 'TniB', 'protein,3D', 'domain')",29.99204072707137
"('COG', 'COG0740', 'Protease', 'subunit')",29.988129927905526
"('large', 'folded', 'proteins', 'containing')",29.98099163790525
"('small', 'multi-drug', 'export', 'protein')",29.978350596835305
"('membrane', 'autotransporter', 'barrel', 'domain')",29.960495535210136
"('Bacterial', 'periplasmic', 'substrate-binding', 'proteins')",29.95614366758865
"('DNA', 'primase', 'activity,4', 'iron')",29.92210123973072
"('CAAX', 'amino', 'terminal', 'protease')",29.918054668068702
"('The', 'AP-lyase', 'activity', 'cleaves')",29.913520778763505
"('Bacterial', 'extracellular', 'solute-binding', 'proteins')",29.90719837936009
"(',Phage-related', 'minor', 'tail', 'protein,3D')",29.903806615064262
"('mismatch', 'repair', 'MUTS', 'family')",29.89959261427186
"('Rhs', 'element', 'vgr', 'protein')",29.89276568730037
"('Outer', 'membrane', 'protein', 'Omp28')",29.8836260768152
"('COG2885', 'Outer', 'membrane', 'protein')",29.883626076815194
"('Outer', 'membrane', 'protein', 'SusF_SusE')",29.88362607681519
"('IS66', 'Orf2', 'like', 'protein')",29.87846437169941
"('PTS', 'system', 'mannose/fructose/sorbose', 'family')",29.872564326539106
"('Rossmann', 'fold', 'nucleotide-binding', 'protein')",29.868683350906824
"('measure', 'protein,4Fe-4S', 'iron', 'sulfur')",29.857137710096147
"('system', 'ATPase', 'component', 'photorepair')",29.855029496884733
"('aldo', 'keto', 'reductase', 'family')",29.852598079037325
"('terminase', 'large', 'subunit,4Fe-4S', 'single')",29.84239538052746
"('SMART', 'HTH', 'transcriptional', 'regulator')",29.834156115318535
"('sulfur', 'carrier', 'protein', 'ThiS')",29.82932360958114
"('carboxylic', 'ester', 'hydrolase', 'activity')",29.827830025594313
"('Mu-like', 'prophage', 'major', 'head')",29.8259593992544
"('HHE', 'cation', 'binding', 'domain')",29.80251710636333
"('bile', 'acid', 'symporter', 'family')",29.79601455067096
"('protein,4Fe-4S', 'single', 'cluster', 'domain')",29.788991170086682
"('Protein', 'containing', 'tetrapyrrole', 'methyltransferase')",29.756644605213566
"('116', 'kDa', 'subunit', 'family')",29.752558624617244
"('family,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985083
"('protein,23S', 'rRNA-intervening', 'sequence', 'protein')",29.72631407198508
"('domain,23S', 'rRNA-intervening', 'sequence', 'protein')",29.72631407198508
"(',23S', 'rRNA-intervening', 'sequence', 'protein')",29.72631407198508
"('antirepressor,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('transporter,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('superfamily,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('subunit,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('score,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('proteins,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('protein', 'COMEC,23S', 'rRNA-intervening', 'sequence')",29.726314071985076
"('methylase,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('homologues.,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('protein', 'FI,23S', 'rRNA-intervening', 'sequence')",29.726314071985076
"('activity,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('RecBCD,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('Hydrolase,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('8.87,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('FI,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('Endonuclease,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('DNA,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('COMEC,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('9.99,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985076
"('1,23S', 'rRNA-intervening', 'sequence', 'protein')",29.726314071985072
"('thus', 'giving', 'elongation', 'factor')",29.712695227106316
"('integral', 'membrane', 'protein', 'YlbJ')",29.708539370257107
"('integral', 'membrane', 'protein', 'TIGR01906')",29.708539370257096
"('portal', 'protein,4Fe-4S', 'iron', 'sulfur')",29.706477283142505
"('UvrABC', 'repair', 'system', 'catalyzes')",29.682401723811175
"('N-terminal', 'phage', 'replisome', 'organiser')",29.66960273621553
"('phosphate', 'biosynthetic', 'protein', 'PdxA')",29.66028420164988
"('PFAM', 'Thiamine', 'pyrophosphate', 'enzyme')",29.610421748375693
"('assembly', 'protein', 'muramidase', 'FlgJ')",29.602403285569387
"('Cell', 'envelope-like', 'function', 'transcriptional')",29.568179062103727
"('Hep', 'Hag', 'repeat', 'protein')",29.551943165511574
"('gp6-like', 'head-tail', 'connector', 'protein,4Fe-4S')",29.535679875130878
"('PRTRC', 'system', 'ThiF', 'family')",29.518927371924402
"('biosynthesis', 'family', '2,4Fe-4S', 'single')",29.515474176469542
"('COG4387', 'Mu-like', 'prophage', 'protein')",29.498820778955768
"('Mu-like', 'prophage', 'FluMu', 'protein')",29.498820778955768
"('Mu-like', 'prophage', 'protein', 'GP36')",29.498820778955768
"('COG4383', 'Mu-like', 'prophage', 'protein')",29.49882077895576
"('Mu-like', 'prophage', 'protein', 'Com')",29.49882077895576
"('Mu-like', 'prophage', 'protein', 'gp16')",29.49882077895576
"('Mu-like', 'prophage', 'protein', 'gp29')",29.49882077895576
"('Mu-like', 'prophage', 'protein', 'gp29,4-amino-4-deoxy-L-arabinose')",29.49882077895576
"('Mu-like', 'prophage', 'protein', 'gpG')",29.49882077895576
"('glycyl-radical', 'enzyme', 'activating', 'activity')",29.461609587448656
"('transcriptional', 'attenuator', 'common', 'domain')",29.450062335178483
"('ABC-type', 'sugar', 'transport', 'system')",29.443498523525772
"('ribonucleoside-triphosphate', 'reductase', 'activating', 'protein,4Fe-4S')",29.43833338089438
"('Putative', '2/3', 'transmembrane', 'domain')",29.437079615027617
"('prophage', 'host-nuclease', 'inhibitor', 'protein')",29.436085023607806
"('component', 'phosphorylation', 'site,3D', 'domain')",29.4219225672361
"('COG', 'COG0629', 'Single-stranded', 'DNA-binding')",29.39768169132364
"('NAD', 'dependent', 'epimerase/dehydratase', 'family')",29.37168772848959
"('chromatin', 'subfamily', 'A-like', 'protein')",29.369512617218316
"('Bacterial', 'Ig-like', 'domain', ""2,5'-3"")",29.359772511571858
"('cytosine-specific', 'DNA', 'methylase,23S', 'rRNA-intervening')",29.358375343322965
"('conserved', 'hypothetical', 'protein', 'BR0599')",29.349649276293885
"('Helicase', 'conserved', 'C-terminal', ""domain,3'-5"")",29.32801696148332
"('Activates', 'ribosomal', 'RNA', 'transcription')",29.30356365394911
"('NAD-dependent', 'DNA', 'ligase', 'adenylation')",29.302592996163263
"('O-antigen', 'ligase', 'like', 'membrane')",29.302437494490476
"('AraC-like', 'ligand', 'binding', 'domain')",29.30001676583415
"('nitrogen-fixing', 'NifU', 'domain', 'protein')",29.29644915502859
"('encoded', 'nuclease', 'repeat', 'motif')",29.27098276462359
"('prophage', 'protein', 'gp29,4-amino-4-deoxy-L-arabinose', 'transferase')",29.253708281119234
"('component', 'signalling', 'adaptor', 'domain')",29.251997565793783
"('acetyl-CoA', 'synthase', 'delta', 'subunit')",29.2473742948901
"('associated', 'protein', 'Cas6,4Fe-4S', 'single')",29.240508783364373
"('MmgE', 'PrpD', 'family', 'protein')",29.22295676971945
"('2/3', 'transmembrane', 'domain', 'holin')",29.219160670270476
"('sheath', 'protein', 'FI,23S', 'rRNA-intervening')",29.218912554557573
"('COG', 'COG0846', 'NAD-dependent', 'protein')",29.210600559564142
"('protein', 'contains', 'double-stranded', 'beta-helix')",29.19617306207271
"('DEAD', 'box', 'helicase', 'family')",29.184360810481323
"('oxidoreductase', 'NADH', 'oxidase', 'family')",29.173193019626012
"('phage', 'RecT', 'family,4Fe-4S', 'single')",29.171265499567312
"('Chromatin', 'associated', 'protein', 'KTI12')",29.171246120927258
"('Chromatin', 'associated', 'protein', 'KTI12,5')",29.171246120927258
"('Flp', 'pilus', 'assembly', 'protein')",29.14297166693209
"('pilus', 'assembly', 'protein', 'CpaB')",29.142971666932088
"('pilus', 'assembly', 'protein', 'PilM')",29.142971666932084
"('pilus', 'assembly', 'protein', 'RcpC/CpaB')",29.142971666932084
"('pilus', 'assembly', 'protein', 'FimV')",29.142971666932084
"('Cell', 'division', 'protein', 'FtsI')",29.142087752859165
"('COG0768', 'Cell', 'division', 'protein')",29.14208775285916
"('Cell', 'division', 'protein', 'FtsJ')",29.14208775285916
"('Cell', 'division', 'protein', 'FtsQ')",29.14208775285916
"('Cell', 'division', 'septal', 'protein')",29.14208775285916
"('protection', 'ABC', 'transporter', 'permease')",29.139777043041033
"('Ferrous', 'iron', 'transport', 'protein')",29.12831000577667
"('U35', 'phage', 'prohead', 'HK97')",29.124503670300076
"('catalyzes', 'glycan', 'chain', 'elongation')",29.08395529731694
"('Sigma-70', 'region', '2,8-oxoguanine', 'DNA')",29.07152001534923
"('Threonylcarbamoyl', 'adenosine', 'biosynthesis', 'protein')",29.069147933308525
"('rod', 'assembly', 'protein', 'muramidase')",29.058082769345575
"('Primosomal', 'protein', 'DnaI', 'N-terminus')",29.053551078257502
"('ABC-type', 'amino', 'acid', 'transport')",29.053194584215955
"('double-strand', 'break', 'repair', 'via')",29.051578284057648
"('Hypothetical', 'bacterial', 'integral', 'membrane')",29.047623595461648
"('COG0389', 'Nucleotidyltransferase', 'DNA', 'polymerase')",29.031230044578102
"('Putative', 'Competence', 'protein', 'ComGF')",29.020280337370764
"('enzyme', 'maturation', 'permease', 'component')",29.005165087290923
"('NOG28456', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG34759', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG32529', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG30624', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG23400', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG28221', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG23194', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG13853', 'non', 'supervised', 'orthologous')",28.984888692415463
"('NOG26858', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG34358', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG32858', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG31012', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG28036', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG27661', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG27649', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG28280', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG23522', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG19098', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG18757', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG16623', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG14445', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG08812', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG06285', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG19595', 'non', 'supervised', 'orthologous')",28.98488869241546
"('NOG27066', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG28927', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG28168', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG28004', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG27381', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG25714', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG26960', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG26934', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG26086', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG25370', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG29454', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG29071', 'non', 'supervised', 'orthologous')",28.984888692415456
"('non', 'supervised', 'orthologous', 'group,3D')",28.984888692415456
"('NOG30522', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG31286', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG31453', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG31573', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG33922', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG33934', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG34047', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG37815', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG38867', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG25193', 'non', 'supervised', 'orthologous')",28.984888692415456
"('non', 'supervised', 'orthologous', 'group,4Fe-4S')",28.984888692415456
"('non', 'supervised', 'orthologous', ""group,5'-3"")",28.984888692415456
"('NOG25284', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG23407', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG24980', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG14473', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG04001', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG06100', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG06131', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG07892', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG09946', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG11656', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG11942', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG13205', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG13239', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG14444', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG14456', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG10998', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG15865', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG22900', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG15996', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG23385', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG23382', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG23094', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG23374', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG20192', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG19094', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG17973', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG17277', 'non', 'supervised', 'orthologous')",28.984888692415456
"('NOG23378', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG28307', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG23390', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG24226', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG24969', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG25118', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG27363', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG36366', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG28949', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG30576', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG31621', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG32009', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG33632', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG38840', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG20168', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG22561', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG23371', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG19168', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG16854', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG08810', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG09493', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG09947', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG14118', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG14720', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG19089', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG16320', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG14934', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG18028', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG18351', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG18738', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG18823', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG19076', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG19079', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG06028', 'non', 'supervised', 'orthologous')",28.984888692415453
"('NOG12663', 'non', 'supervised', 'orthologous')",28.984888692415446
"('NOG18825', 'non', 'supervised', 'orthologous')",28.984888692415446
"('greatly', 'stimulates', 'nuclease', 'activity')",28.96205163628688
"('Phosphate', 'transport', 'system', 'permease')",28.961299719209755
"('Swim', 'zinc', 'finger', 'domain')",28.951747823926112
"('YgiT-type', 'zinc', 'finger', 'domain')",28.951747823926105
"('COG1596', 'Periplasmic', 'protein', 'involved')",28.932841381602177
"('Regulatory', 'phage', 'protein', 'cox,3')",28.918811958676937
"('Regulatory', 'phage', 'protein', 'cox')",28.918811958676933
"('Mu-like', 'prophage', 'protein', 'gp36')",28.913858278234613
"('Glycosyl', 'transferase', 'WecB/TagA/CpsF', 'family')",28.912974496937633
"('Tfp', 'pilus', 'assembly', 'protein')",28.908506413295065
"('helicase', 'DnaB', 'onto', 'DNA')",28.889492961686187
"('RNA', 'polymerase', 'specialized', 'sigma')",28.887969930764584
"('DNA-binding', 'helix-turn-helix', 'protein,4Fe-4S', 'iron')",28.880834945325724
"('Uracil', 'DNA', 'glycosylase', 'superfamily')",28.879412955328746
"('type', 'III', 'protein,36-mer', 'N-terminal')",28.862910535427293
"('specialized', 'sigma', 'subunit', 'sigma24')",28.84286698069748
"('zinc', 'beta', 'ribbon', 'domain')",28.842105053551087
"('inactivated', 'derivatives', 'IS5', 'family')",28.822983211443937
"('thiamine', 'biosynthesis', 'family', '2,4Fe-4S')",28.8023553242577
"('carbohydrate', 'kinase', 'PfkB', 'family')",28.797982348511418
"('membrane-spanning', 'regulatory', 'substrate', 'protein')",28.782750409100906
"('bacterial', 'ribosomal', 'protein', 'bS21')",28.774127711884674
"('tail', 'protein,23S', 'rRNA-intervening', 'sequence')",28.760715085794065
"('TIGRFAM', 'Anaerobic', 'ribonucleoside-triphosphate', 'reductase')",28.745986595775477
"('COG', 'COG4824', 'Phage-related', 'holin')",28.73125729567805
"('General', 'secretion', 'pathway', 'protein')",28.70863024582268
"('Prokaryotic', 'N-terminal', 'methylation', 'motif')",28.70026269968391
"('Membrane', 'carboxypeptidase', 'penicillin-binding', 'protein')",28.698758349464512
"('secretion', 'phage', 'lysis', 'holin')",28.69780835179936
"('tube', 'protein', 'FII,4', 'iron')",28.694108501961598
"('Peptidase', 'U35', 'phage', 'prohead')",28.691905343001054
"('Penicillin', 'binding', 'protein', 'transpeptidase')",28.679125883583794
"('multidrug', 'transport', 'system', 'ATPase')",28.67807216490492
"('like', 'protein,8-oxoguanine', 'DNA', 'glycosylase')",28.675978691696184
"('chromosome', 'partitioning', 'protein', 'K03497')",28.660811598855854
"('Type', 'III', 'restriction', 'enzyme')",28.639303432704054
"('DJ-1', 'PfpI', 'family', 'protein')",28.63799426899829
"('non', 'supervised', 'orthologous', 'group')",28.628696509374507
"('Caudovirales', 'tail', 'fibre', 'assembly')",28.610332088017174
"('formate', 'transmembrane', 'transporter', 'activity')",28.599392730356538
"('outer', 'membrane', 'receptor', 'proteins')",28.56757837967099
"('leucine-', 'rich', 'repeat', 'protein')",28.553268562978133
"('membrane', 'cobalamin', 'receptor', 'protein')",28.5158942923147
"('Cro/C1-type', 'HTH', 'DNA-binding', 'domain,4Fe-4S')",28.5067923562972
"('xenobiotic', 'response', 'element', 'family')",28.50118578953714
"('Sec', 'protein', 'translocase', 'complex')",28.499794219239334
"('The', 'epsilon', 'subunit', 'contain')",28.494774385723225
"('small', 'molecule', 'binding', ""domain,3'-to-5"")",28.493463687773048
"('tail', 'protein,4Fe-4S', 'single', 'cluster')",28.481360674640783
"('major', 'head', 'subunit', 'gpT')",28.460660873886006
"('PFAM', 'Binding-protein-dependent', 'transport', 'system')",28.453668155798844
"('Receptor', 'family', 'ligand', 'binding')",28.43802848571871
"('The', 'UvrABC', 'repair', 'system')",28.41349672985288
"('PFAM', 'Lytic', 'transglycosylase', 'catalytic')",28.382546853537438
"('Clp', 'protease', 'proteolytic', 'subunit')",28.37779555136069
"('tail', 'protein,4Fe-4S', 'iron', 'sulfur')",28.364009409287476
"('histidine', 'kinase', 'DNA', 'gyrase')",28.362581454293178
"('50S', 'ribosomal', 'subunit', 'assembly')",28.349596575539806
"('Small', 'integral', 'membrane', 'protein')",28.336570592870146
"('COG', 'NOG28221', 'non', 'supervised')",28.328754172862297
"('COG', 'NOG26858', 'non', 'supervised')",28.328754172862297
"('COG', 'NOG27649', 'non', 'supervised')",28.328754172862297
"('COG', 'NOG27661', 'non', 'supervised')",28.328754172862297
"('COG', 'NOG24226', 'non', 'supervised')",28.328754172862297
