quadgram,freq
"('phosphotyrosine', 'protein', 'phosphatase', 'family')",3
"('aromatic', 'amino', 'acid', 'biosynthesis')",3
"('COG', 'NOG31012', 'non', 'supervised')",3
"('protein', 'tyrosine', 'phosphatase', 'activity')",3
"('protein', 'FtsI', 'penicillin-binding', 'protein')",3
"('division', 'protein', 'FtsI', 'penicillin-binding')",3
"('NOG31012', 'non', 'supervised', 'orthologous')",3
"('activating', 'transcription', 'factor', 'binding')",3
"('Periplasmic', 'binding', 'protein', 'domain')",3
"('Cell', 'division', 'protein', 'FtsI')",3
"('amino', 'acid', 'ATP-binding', 'cassette')",3
"('TRAP', 'transporter', 'solute', 'receptor')",3
"('acid', 'ATP-binding', 'cassette', 'transporter')",3
"('tail', 'fibre', 'adhesin', 'Gp38')",3
"('weight', 'phosphotyrosine', 'protein', 'phosphatase')",3
"('Inner', 'membrane', 'protein', 'yagU')",3
"('catalyzes', 'slow', 'GTP', 'hydrolysis')",3
"('domain,4Fe-4S', 'iron', 'sulfur', 'cluster')",3
"('COG0363', '6-phosphogluconolactonase', 'Glucosamine-6-phosphate', 'isomerase')",3
"('PFAM', 'glycosyl', 'transferase', 'family')",3
"('WXG100', 'protein', 'secretion', 'system')",3
"('Helps', 'process', 'Holliday', 'junction')",3
"('process', 'Holliday', 'junction', 'intermediates')",3
"('DNA', 'unwinding', 'activity', 'characteristic')",3
"('dipeptide', 'oligopeptide', 'nickel', 'transport')",3
"('ABC-type', 'dipeptide', 'oligopeptide', 'nickel')",3
"('Unwinds', 'branched', 'duplex', 'DNA')",3
"('low', 'molecular', 'weight', 'phosphotyrosine')",3
"('glutamate', 'synthase', 'beta', 'chain')",3
"('molecular', 'weight', 'phosphotyrosine', 'protein')",3
"('domain,23S', 'rRNA-intervening', 'sequence', 'protein')",3
"('phenylalanyl-tRNA', 'synthetase', 'beta', 'subunit')",3
"('Thiamine', 'biosynthesis', 'protein', 'ThiF')",3
"('Synthesizes', 'alpha-1,4-glucan', 'chains', 'using')",3
"('COGs', 'COG0389', 'Nucleotidyltransferase', 'DNA')",3
"('complex', 'induces', 'mRNA', 'cleavage')",3
"('Ligated', 'ion', 'channel', 'L-glutamate-')",3
"('translation', 'complex', 'induces', 'mRNA')",3
"('Putative', 'viral', 'replication', 'protein')",3
"('product', 'spontaneously', 'undergoes', 'cyclization')",3
"('The', 'product', 'spontaneously', 'undergoes')",3
"('PFAM', 'NLP', 'P60', 'protein')",3
"('NOL1', 'NOP2', 'sun', 'family')",3
"('major', 'facilitator', 'family', 'protein')",3
"('COG4974', 'Site-specific', 'recombinase', 'XerD')",3
"('polymerase', 'III', 'subunit', 'theta')",3
"('helix_turn_helix', 'multiple', 'antibiotic', 'resistance')",3
"('glutamine-', 'binding', 'beta', 'subunit')",3
"('Phage', 'tail', 'fibre', 'adhesin')",3
"('COG2885', 'Outer', 'membrane', 'protein')",3
"('DNA', 'polymerase', 'alpha', 'chain')",3
"('polymerase', 'alpha', 'chain', 'like')",3
"('Then', 'UvrB', 'probes', 'one')",3
"('alpha-1,4-glucan', 'chains', 'using', 'ADP-glucose')",3
"('synthetase', 'beta', 'subunit', 'family')",3
"('score,4Fe-4S', 'single', 'cluster', 'domain')",3
"('bond', 'corrector', 'protein', 'DsbC')",3
"('PFAM', 'Phage', 'head-tail', 'joining')",3
"('Disulphide', 'bond', 'corrector', 'protein')",3
"('Phage', 'Conserved', 'Open', 'Reading')",3
"('Conserved', 'Open', 'Reading', 'Frame')",3
"('NAD', 'dependent', 'epimerase/dehydratase', 'family')",3
"('future', 'cell', 'division', 'site')",3
"('Essential', 'cell', 'division', 'protein')",3
"('alpha', 'chain', 'like', 'domain')",3
"('Branched-chain', 'amino', 'acid', 'ATP-binding')",3
"('COG0389', 'Nucleotidyltransferase', 'DNA', 'polymerase')",3
"('probably', 'causes', 'local', 'melting')",3
"('COG3210', 'Large', 'exoproteins', 'involved')",3
"('NOG26858', 'non', 'supervised', 'orthologous')",3
"('Helix-turn-helix', 'XRE-family', 'like', 'proteins,3D')",3
"('Terminase', 'DNA', 'packaging', 'enzyme')",3
"('COG', 'NOG26858', 'non', 'supervised')",3
"('COG', 'NOG34759', 'non', 'supervised')",3
"('High', 'frequency', 'lysogenization', 'protein')",3
"('ATP', 'synthase', 'produces', 'ATP')",3
"('COG0187', 'Type', 'IIA', 'topoisomerase')",3
"('carboxylic', 'ester', 'hydrolase', 'activity')",3
"('capsid', 'protein', 'E,3D', 'domain')",3
"('spanning', 'protein', 'TolA', 'K03646')",3
"('major', 'capsid', 'protein', 'E,3D')",3
"('XRE-family', 'like', 'proteins,3D', 'domain')",3
"('Phosphate', 'starvation', 'protein', 'PhoH')",3
"('maltose', 'regulon', 'repressor', 'activities')",3
"('domain,4Fe-4S', 'single', 'cluster', 'domain')",3
"('viral', 'recombinase', 'family,3D', 'domain')",3
"('cellulose', '1,4-beta-cellobiosidase', 'activity,4Fe-4S', 'single')",3
"('frequency', 'lysogenization', 'protein', 'hflD')",3
"('lysogenization', 'protein', 'hflD', 'homolog')",3
"('The', 'DNA', 'N-glycosylase', 'activity')",3
"('DNA', 'N-glycosylase', 'activity', 'releases')",3
"('TIGRFAM', 'RHS', 'repeat-associated', 'core')",3
"('TIGRFAM', 'Phage', 'recombination', 'protein')",3
"('Gram-negative', 'bacterial', 'TonB', 'protein')",3
"('bacterial', 'TonB', 'protein', 'C-terminal')",3
"('PFAM', 'UvrD', 'REP', 'helicase')",3
"('yield', 'sn-', 'glycerol', '3-phosphate')",3
"('cold-sensitive', 'secG', 'null', 'mutation')",3
"('TIGRFAM', 'phage', 'plasmid', 'primase')",3
"('The', 'AP-lyase', 'activity', 'cleaves')",3
"('releases', 'various', 'damaged', 'pyrimidines')",3
"('dependent', 'DNA', 'ligase', 'domain')",3
"('Lactose/Cellobiose', 'specific', 'IIB', 'subunit')",3
"('ATP', 'dependent', 'DNA', 'ligase')",3
"('activity', 'releases', 'various', 'damaged')",3
"('N-glycosylase', 'activity', 'releases', 'various')",3
"('COG4626', 'Phage', 'terminase-like', 'protein')",3
"('phage', 'major', 'tail', 'tube')",3
"('1,4-beta-cellobiosidase', 'activity,4Fe-4S', 'single', 'cluster')",3
"('nucleotide-binding', 'protein', 'containing', 'TIR-like')",3
"('IS116', 'IS110', 'IS902', 'family')",3
"('extracellular', 'solute-binding', 'protein', 'family')",3
"('Predicted', 'nucleotide-binding', 'protein', 'containing')",3
"('nitrate', 'sulfonate', 'bicarbonate', 'transport')",3
"('SEC-C', 'Motif', 'Domain', 'Protein')",3
"('DNA', 'packaging', 'protein', 'Nu1')",3
"('abortive', 'phage', 'resistance', 'protein')",3
"('ABC-type', 'nitrate', 'sulfonate', 'bicarbonate')",3
"('transport', 'protein', 'ExbD', 'TolR')",3
"('Phage', 'DNA', 'packaging', 'protein')",3
"('116', 'kDa', 'subunit', 'family')",3
"('Biopolymer', 'transport', 'protein', 'ExbD')",3
"('Renal', 'dipeptidase', 'family', 'protein')",3
"('phage', 'resistance', 'protein', 'AbiGi')",3
"('LPXTG-motif', 'cell', 'wall', 'anchor')",3
"('Phage', 'virion', 'morphogenesis', 'protein')",3
"('V-ATPase', '116', 'kDa', 'subunit')",3
"('Putative', 'abortive', 'phage', 'resistance')",3
"('COG2204', 'Response', 'regulator', 'containing')",3
"('This', 'major', 'carbohydrate', 'active-transport')",3
"('major', 'carbohydrate', 'active-transport', 'system')",3
"('PFAM', 'extracellular', 'solute-binding', 'protein')",3
"('carbohydrate', 'active-transport', 'system', 'catalyzes')",3
"('formate', 'C-acetyltransferase', 'glycine', 'radical')",3
"('This', 'enzyme', 'utilizes', 'acyl-phosphate')",3
"('YqaJ', 'viral', 'recombinase', 'family,3D')",3
"('protein', 'containing', 'TIR-like', 'domain')",3
"('membrane', 'spanning', 'protein', 'TolA')",3
"('binds', 'small', 'regulatory', 'RNA')",2
"('facilitate', 'mRNA', 'translational', 'regulation')",2
"('PFAM', 'Resolvase', 'domain-containing', 'protein')",2
"('ABC-type', 'polar', 'amino', 'acid')",2
"('Aspartate', 'carbamoyltransferase', 'regulatory', 'chain')",2
"('The', 'first', 'step', 'involved')",2
"('acid', 'transport', 'system', 'ATPase')",2
"('protein', 'domain', 'typically', 'associated')",2
"('oxygenases', 'DIM6', 'NTAB', 'family')",2
"('COG4422', 'Bacteriophage', 'protein', 'gp37')",2
"('polar', 'amino', 'acid', 'transport')",2
"('Conserved', 'protein', 'domain', 'typically')",2
"('flavoprotein', 'oxygenases', 'DIM6', 'NTAB')",2
"('Pyocin', 'activator', 'protein', 'PrtN')",2
"('DNA', 'polymerase', 'family', ""A,5'-3"")",2
"('Toxin', 'secretion', 'phage', 'lysis')",2
"('COG', 'COG0507', 'ATP-dependent', 'exoDNAse')",2
"('double-stranded', 'DNA', 'endodeoxyribonuclease', 'activity')",2
"('FeS', 'assembly', 'protein', 'SufD')",2
"('ROS/MUCR', 'transcriptional', 'regulator', 'protein')",2
"('NOG28307', 'non', 'supervised', 'orthologous')",2
"('COG', 'NOG28307', 'non', 'supervised')",2
"('NOP2', 'sun', 'family', 'protein')",2
"('permease', 'family', 'protein', 'K06901')",2
"('uracil', 'permease', 'family', 'protein')",2
"('xanthine', 'uracil', 'permease', 'family')",2
"('unsaturated', 'chondroitin', 'disaccharide', 'hydrolase')",2
"('chondroitin', 'disaccharide', 'hydrolase', 'activity')",2
"('oligopeptide', 'nickel', 'transport', 'systems')",2
"('Tail', 'fiber', 'assembly', 'protein')",2
"('molybdenum', 'hydroxylase', 'system', 'protein')",2
"('Selenium-dependent', 'molybdenum', 'hydroxylase', 'system')",2
"('SPTR', 'Heat', 'shock', 'protein')",2
"('Coenzyme', 'PQQ', 'synthesis', 'protein')",2
"('Phage-like', 'element', 'PBSX', 'protein')",2
"('thereby', 'influencing', 'cAMP-dependent', 'processes')",2
"('synthetase', 'second', 'additional', 'domain')",2
"('tRNA', 'synthetase', 'second', 'additional')",2
"('Alanyl', 'tRNA', 'synthetase', 'second')",2
"('activity,4Fe-4S', 'iron', 'sulfur', 'cluster')",2
"('RNA', 'methyltransferase', 'RsmD', 'family')",2
"('newly', 'formed', 'A-site-bound', 'peptidyl-tRNA')",2
"('P-site-bound', 'deacylated', 'tRNA', 'move')",2
"('known', 'phosphorylases', 'share', 'catalytic')",2
"('Divergent', 'AAA', 'domain', 'protein')",2
"('PFAM', 'AIR', 'synthase', 'related')",2
"('GTP-dependent', 'ribosomal', 'translocation', 'step')",2
"('PFAM', 'SNARE', 'associated', 'Golgi')",2
"('PFAM', 'Phage', 'derived', 'protein')",2
"('TIGRFAM', 'phage', 'major', 'capsid')",2
"(',Phage', 'minor', 'structural', 'protein')",2
"('Removes', 'N-terminal', 'dipeptides', 'sequentially')",2
"('COG', 'COG3385', 'FOG', 'Transposase')",2
"('cellulose', '1,4-beta-cellobiosidase', 'activity,3D', 'domain')",2
"('NUBPL', 'iron-transfer', 'P-loop', 'NTPase')",2
"('Potassium', 'transporter', 'peripheral', 'membrane')",2
"('transporter', 'peripheral', 'membrane', 'component')",2
"('Pkd', 'domain', 'containing', 'protein')",2
"('Cro/C1-type', 'HTH', 'DNA-binding', 'domain,4Fe-4S')",2
"('Probably', 'stimulates', 'Z-ring', 'formation')",2
"('containing', 'alcohol', 'dehydrogenase', 'family')",2
"('iron-', 'containing', 'alcohol', 'dehydrogenase')",2
"('DNA,23S', 'rRNA-intervening', 'sequence', 'protein')",2
"('multiple', 'antibiotic', 'resistance', 'protein')",2
"('Conjugative', 'transposon', 'protein', 'TraO')",2
"('COG', 'NOG32009', 'non', 'supervised')",2
"('General', 'secretion', 'pathway', 'protein')",2
"('Helix-turn-helix', 'XRE-family', 'like', ""proteins,3'-to-5"")",2
"('DNA', 'mismatch', 'repair', 'protein')",2
"('NOG09947', 'non', 'supervised', 'orthologous')",2
"('protein', 'containing', 'caspase', 'domain')",2
"('NOG06028', 'non', 'supervised', 'orthologous')",2
"('COG', 'NOG06028', 'non', 'supervised')",2
"('Purine', 'catabolism', 'regulatory', 'protein-like')",2
"('catabolism', 'regulatory', 'protein-like', 'family')",2
"('Mur', 'ligase', 'middle', 'domain')",2
"('NOG32009', 'non', 'supervised', 'orthologous')",2
"('ligase', 'middle', 'domain', 'protein')",2
"('The', 'immediate', 'electron', 'acceptor')",2
"('every', 'two', 'electrons', 'transferred')",2
"('domain', 'protein', 'ATP-binding', 'protein')",2
"('IstB', 'domain', 'protein', 'ATP-binding')",2
"('PFAM', 'IstB', 'domain', 'protein')",2
"('Universal', 'bacterial', 'protein', 'YeaZ')",2
"('COG', 'COG0463', 'Glycosyltransferases', 'involved')",2
"(',Phage', 'gp6-like', 'head-tail', 'connector')",2
"('Also', 'edits', 'incorrectly', 'charged')",2
"('C-5', 'cytosine-specific', 'DNA', ""methylase,5'-3"")",2
"('COG0270', 'Site-specific', 'DNA', 'methylase')",2
"('Signal', 'transducing', 'histidine', 'kinase')",2
"('transducing', 'histidine', 'kinase', 'homodimeric')",2
"('feS', 'assembly', 'protein', 'SufB')",2
"('edits', 'incorrectly', 'charged', 'Ser-tRNA')",2
"('NOG19079', 'non', 'supervised', 'orthologous')",2
"('inactivated', 'derivatives', 'IS30', 'family')",2
"('Phage-related', 'minor', 'tail', 'protein,4Fe-4S')",2
"('COG1168', 'Bifunctional', 'PLP-dependent', 'enzyme')",2
"('therefore', 'promoting', 'FtsZ', 'assembly')",2
"('Phage', 'integrase', 'family,3D', 'domain')",2
"('enzyme', 'HsdR', 'protein', 'N-terminal')",2
"('HsdR', 'protein', 'N-terminal', 'domain')",2
"('COG', 'NOG27363', 'non', 'supervised')",2
"('O-acetylhomoserine', 'aminocarboxypropyltransferase', 'cysteine', 'synthase')",2
"('bacterial-type', 'RNA', 'polymerase', 'transcription')",2
"('repeat', 'protein,4Fe-4S', 'single', 'cluster')",2
"('RNA', 'polymerase', 'transcription', 'factor')",2
"('polymerase', 'transcription', 'factor', 'activity')",2
"('metal', 'ion', 'regulated', 'sequence-specific')",2
"('ion', 'regulated', 'sequence-specific', 'DNA')",2
"('regulated', 'sequence-specific', 'DNA', 'binding')",2
"('Leucine', 'rich', 'repeat', ""protein,5'-3"")",2
"('DNA', 'internalization-related', 'competence', 'protein')",2
"('NOG27363', 'non', 'supervised', 'orthologous')",2
"('internalization-related', 'competence', 'protein', 'ComEC')",2
"('competence', 'protein', 'ComEC', 'Rec2')",2
"('phage', 'phi-C31', 'gp36', 'major')",2
"('phi-C31', 'gp36', 'major', 'capsid-like')",2
"('gp36', 'major', 'capsid-like', 'protein')",2
"('Large', 'extracellular', 'alpha-helical', 'protein')",2
"('COG', 'NOG19079', 'non', 'supervised')",2
"('restriction-modification', 'system', 'methyltransferase', 'subunit')",2
"('COG', 'NOG16854', 'non', 'supervised')",2
"('NOG31621', 'non', 'supervised', 'orthologous')",2
"('polymerase', 'III', 'subunit', 'epsilon')",2
"('PFAM', 'N-6', 'DNA', 'methylase')",2
"('RmlD', 'substrate', 'binding', 'domain')",2
"('Glycosyl', 'transferase', 'WecB/TagA/CpsF', 'family')",2
"('COG1596', 'Periplasmic', 'protein', 'involved')",2
"('cluster', 'protein-associated', 'redox', 'disulfide')",2
"('protein-associated', 'redox', 'disulfide', 'domain')",2
"('COG', 'NOG31621', 'non', 'supervised')",2
"('This', 'enzyme', 'scavenges', 'exogenous')",2
"('thiamine', 'diphosphate', 'binding', 'domain')",2
"('IS891', 'IS1136', 'IS1341', 'family')",2
"('RagB', 'outer', 'membrane', 'lipoprotein')",2
"('binding,4Fe-4S', 'single', 'cluster', 'domain')",2
"('Zn2', 'uptake', 'regulation', 'proteins')",2
"('AAA', 'ATPase', 'central', 'domain')",2
"('ATPase', 'central', 'domain', 'protein')",2
"('Peptidase', 'M16', 'inactive', 'domain')",2
"('Heavy', 'metal', 'sensor', 'kinase')",2
"('NOG16854', 'non', 'supervised', 'orthologous')",2
"('modification', 'radical', 'SAM', 'protein')",2
"('system', 'ThiF', 'family', 'protein')",2
"(',phage', 'tail', 'tape', 'measure')",2
"('GP11', 'baseplate', 'wedge', 'protein')",2
"('Division', 'inhibition', 'protein', 'dicB')",2
"('PFAM', 'PEBP', 'family', 'protein')",2
"('ABC', 'transporter', 'substrate', 'binding')",2
"('transporter', 'substrate', 'binding', 'protein')",2
"('COG1208', 'Nucleoside-diphosphate-sugar', 'pyrophosphorylase', 'involved')",2
"('Competence', 'protein', 'CoiA-like', 'family')",2
"('lipopolysaccharide', 'biosynthesis', 'translation', 'initiation')",2
"('biosynthesis', 'translation', 'initiation', 'factor')",2
"('COG0457', 'FOG', 'TPR', 'repeat')",2
"('HlyD', 'family', 'secretion', 'protein')",2
"('Enoyl-', 'acyl-carrier-protein', 'reductase', 'NADH')",2
"('Putative', 'glycoside', 'hydrolase', 'Family')",2
"('free', 'ribosomal', '30S', 'subunits')",2
"('Fe2', 'Zn2', 'uptake', 'regulation')",2
"('COG0735', 'Fe2', 'Zn2', 'uptake')",2
"('COG', 'COG0526', 'Thiol-disulfide', 'isomerase')",2
"('XRE-family', 'like', 'proteins,4Fe-4S', 'iron')",2
"('binding', 'transcription', 'factor', ""activity,5'-3"")",2
"('nucleotide', 'excision', 'repair', 'machinery')",2
"('Uncharacterised', 'protein', 'family', ""UPF0150,3'-to-5"")",2
"('COG', 'COG4626', 'Phage', 'terminase-like')",2
"('C-terminal', 'TPP', 'binding', 'domain')",2
"('proteins,4Fe-4S', 'iron', 'sulfur', 'cluster')",2
"('like', 'proteins,4Fe-4S', 'iron', 'sulfur')",2
"('ABC', 'transporter', 'complex', 'ZnuABC')",2
"('COG', 'COG0735', 'Fe2', 'Zn2')",2
"('transporter', 'complex', 'ZnuABC', 'involved')",2
"('low', 'D-mannonate', 'dehydratase', 'activity')",2
"('Has', 'low', 'D-mannonate', 'dehydratase')",2
"('component', 'signalling', 'adaptor', 'domain')",2
"('GDP-mannose', 'mannosyl', 'hydrolase', 'activity')",2
"('Two', 'component', 'signalling', 'adaptor')",2
"('transcriptional', 'regulator', 'AraC', 'family')",2
"('TIGRFAM', 'phage', 'head-tail', 'adaptor')",2
"('COG', 'NOG23371', 'non', 'supervised')",2
"('NOG23371', 'non', 'supervised', 'orthologous')",2
"('class-II', 'pyridoxal-phosphate-dependent', 'aminotransferase', 'family')",2
"('NADH', 'flavin', 'oxidoreductase', 'NADH')",2
"('flavin', 'oxidoreductase', 'NADH', 'oxidase')",2
"('MiaB-like', 'tRNA', 'modifying', 'enzyme')",2
"('Regulates', 'arginine', 'biosynthesis', 'genes')",2
"('amino', 'acid', 'transport', 'systems')",2
"('branched-chain', 'amino', 'acid', 'transport')",2
"('ABC-type', 'branched-chain', 'amino', 'acid')",2
"('Phage', 'tail', 'tube', 'protein,4Fe-4S')",2
"('tail', 'tube', 'protein,4Fe-4S', 'iron')",2
"('tube', 'protein,4Fe-4S', 'iron', 'sulfur')",2
"('Tellurite', 'resistance', 'protein', 'TehB')",2
"('whose', 'ferroxidase', 'center', 'binds')",2
"('oxide', 'mineral', 'core', 'formation')",2
"('mineral', 'core', 'formation', 'within')",2
"('Tn3', 'transposase', 'DDE', 'domain')",2
"('PRTRC', 'system', 'ThiF', 'family')",2
"('terminal', 'protease', 'family', 'protein')",2
"('NlpC', 'P60', 'family', 'protein')",2
"('cell', 'division', 'repeat', 'protein')",2
"('Phosphate', 'transport', 'system', 'permease')",2
"('system', 'permease', 'protein', 'PstA')",2
"('COG', 'COG0493', 'NADPH-dependent', 'glutamate')",2
"('Toxic', 'anion', 'resistance', 'protein')",2
"('sequence-specific', 'DNA', 'binding,3D', 'domain')",2
"('COG0768', 'Cell', 'division', 'protein')",2
"('COG', 'COG0768', 'Cell', 'division')",2
"('phosphate', 'starvation-inducible', 'protein', 'PhoH')",2
"('Rhs', 'element', 'vgr', ""protein,5'-3"")",2
"('ABC-type', 'Fe3', '-hydroxamate', 'transport')",2
"('Fe3', '-hydroxamate', 'transport', 'system')",2
"('periplasmic', 'contain', 'C-terminal', 'PDZ')",2
"('typically', 'periplasmic', 'contain', 'C-terminal')",2
"('proteases', 'typically', 'periplasmic', 'contain')",2
"('acetoacetate', 'metabolism', 'regulatory', 'protein')",2
"('metabolism', 'regulatory', 'protein', 'AtoC')",2
"('Mannitol', 'dehydrogenase', 'Rossmann', 'domain')",2
"('chromosome', 'partitioning', 'protein', 'K03497')",2
"('DEAD', 'DEAH', 'box', 'helicase')",2
"('general', 'protein', 'degrading', 'machinery')",2
"('Cyclic', 'nucleotide-monophosphate', 'binding', 'domain')",2
"('COG', 'COG0577', 'ABC-type', 'antimicrobial')",2
"('glycerate', 'kinase', 'type-1', 'family')",2
"('Outer', 'membrane', 'efflux', 'protein')",2
"('PFAM', '6-pyruvoyl', 'tetrahydropterin', 'synthase')",2
"('Putative', '2/3', 'transmembrane', 'domain')",2
"('2/3', 'transmembrane', 'domain', 'holin')",2
"('Outer', 'membrane', 'cobalamin', 'receptor')",2
"('membrane', 'cobalamin', 'receptor', 'protein')",2
"('Succinate', 'dehydrogenase', 'fumarate', 'reductase')",2
"('CobQ/CobB/MinD/ParA', 'nucleotide', 'binding', 'domain')",2
"('PFAM', 'Fic', 'DOC', 'family')",2
"('oxaloacetate', 'decarboxylase', 'beta', 'subunit')",2
"('Na+-transporting', 'oxaloacetate', 'decarboxylase', 'beta')",2
"('proteasome-like', 'degradation', 'complex', 'believed')",2
"('regulatory', 'protein', 'AtoC', 'K07714')",2
"('The', 'V-type', 'alpha', 'chain')",2
"('thiamine-containing', 'compound', 'biosynthetic', 'process')",2
"('membrane', 'protein', 'transport', 'protein')",2
"('Promotes', 'RNA', 'polymerase', 'assembly')",2
"('Forms', 'passive', 'diffusion', 'pores')",2
"('proteins,4Fe-4S', 'single', 'cluster', 'domain')",2
"('Macrophage', 'migration', 'inhibitory', 'factor')",2
"('like', 'proteins,4Fe-4S', 'single', 'cluster')",2
"('XRE-family', 'like', 'proteins,4Fe-4S', 'single')",2
"('Outer', 'membrane', 'protein', 'transport')",2
"('L-valine', 'transmembrane', 'transporter', 'activity')",2
"('shikimic', 'acid', 'using', 'ATP')",2
"('Unfolded', 'proteins', 'bind', 'initially')",2
"('Integral', 'membrane', 'protein', 'TerC')",2
"('membrane', 'protein', 'TerC', 'family')",2
"('COG', 'NOG30576', 'non', 'supervised')",2
"('NOG30576', 'non', 'supervised', 'orthologous')",2
"('holo-form', 'probably', 'binds', 'DNA')",2
"('COG1653', 'ABC-type', 'sugar', 'transport')",2
"('allow', 'small', 'molecular', 'weight')",2
"('phosphosulfate', 'reductase', 'family,3D', 'domain')",2
"('Phosphoadenosine', 'phosphosulfate', 'reductase', 'family,3D')",2
"('small', 'molecular', 'weight', 'hydrophilic')",2
"('protein,4Fe-4S', 'binding', 'domain', 'protein')",2
"('serine', 'proteases', 'typically', 'periplasmic')",2
"('Trypsin-like', 'serine', 'proteases', 'typically')",2
"('DNA', 'methylase,4Fe-4S', 'iron', 'sulfur')",2
"('methylase,4Fe-4S', 'iron', 'sulfur', 'cluster')",2
"('short', 'chain', 'dehydrogenase', 'reductase')",2
"('chain', 'dehydrogenase', 'reductase', 'family')",2
"('dehydrogenase', 'reductase', 'family', 'protein')",2
"('CopG', 'family', 'transcripitonal', 'regulator')",2
"('COG0790', 'FOG', 'TPR', 'repeat')",2
"('ultimate', 'electron', 'acceptor', 'NAD')",2
"('weight', 'hydrophilic', 'materials', 'across')",2
"('MmgE', 'PrpD', 'family', 'protein')",2
"('molecular', 'weight', 'hydrophilic', 'materials')",2
"(',tail', 'collar', 'domain', 'protein')",2
"('COG', 'NOG09947', 'non', 'supervised')",2
"('protein', 'N-terminal', 'domain', 'protein')",2
"('nickel-pincer', 'cofactor-', 'dependent', 'enzymes')",2
"('body', 'complex', 'protein', 'FliE')",2
"('optimal', 'acid', 'stress', 'protection')",2
"('NOG33632', 'non', 'supervised', 'orthologous')",2
"('PFAM', 'Glycosyl', 'transferase', 'family')",2
"('proteins,23S', 'rRNA-intervening', 'sequence', 'protein')",2
"('like', 'proteins,23S', 'rRNA-intervening', 'sequence')",2
"('Ftsk', 'spoiiie', 'family', 'protein')",2
"('XRE-family', 'like', 'proteins,23S', 'rRNA-intervening')",2
"('Helix-turn-helix', 'XRE-family', 'like', 'proteins,23S')",2
"('score,23S', 'rRNA-intervening', 'sequence', 'protein')",2
"('PFAM', 'DNA', 'gyrase', 'topoisomerase')",2
"('cell', 'division', 'ATP-binding', 'protein')",2
"('division', 'ATP-binding', 'protein', 'FtsE')",2
"('MotA', 'TolQ', 'ExbB', 'proton')",2
"('COG', 'COG0834', 'ABC-type', 'amino')",2
"('COG0834', 'ABC-type', 'amino', 'acid')",2
"('ABC-type', 'amino', 'acid', 'transport')",2
"('Phage', 'regulatory', 'protein', 'CII')",2
"('sugar', 'binding', 'domain', 'protein')",2
"('amino', 'acid', 'transport', 'signal')",2
"('COG', 'NOG33632', 'non', 'supervised')",2
"('many', 'different', 'periplasmic', 'proteins')",2
"('domain', 'containing', 'CoxE-like', 'protein')",2
"('Probable', 'molybdopterin', 'binding', 'domain')",2
"('transporter', 'complex', 'PstSACB', 'involved')",2
"('hook-basal', 'body', 'complex', 'protein')",2
"('Flagellar', 'hook-basal', 'body', 'complex')",2
"('K02056', 'simple', 'sugar', 'transport')",2
"('simple', 'sugar', 'transport', 'system')",2
"('COG', 'NOG23378', 'non', 'supervised')",2
"('sugar', 'transport', 'system', 'ATP-binding')",2
"('NOG23378', 'non', 'supervised', 'orthologous')",2
"('ABC', 'transporter', 'complex', 'PstSACB')",2
"('VWA', 'domain', 'containing', 'CoxE-like')",2
"('transport', 'system', 'ATP-binding', 'protein')",2
"('Threonylcarbamoyl', 'adenosine', 'biosynthesis', 'protein')",2
"('adenosine', 'biosynthesis', 'protein', 'TsaE')",2
"('polymerase', 'activity,4Fe-4S', 'single', 'cluster')",2
"('defective', 'prophage', 'CPS53', 'excision')",2
"('PFAM', 'Eukaryotic', 'DNA', 'topoisomerase')",2
"('Von', 'Willebrand', 'factor', 'type')",2
"('LDH2', 'MDH2', 'oxidoreductase', 'family')",2
"('TolQ', 'ExbB', 'proton', 'channel')",2
"('ExbB', 'proton', 'channel', 'family')",2
"('COG0458', 'Carbamoylphosphate', 'synthase', 'large')",2
"('The', 'protein', 'component', 'plays')",2
"('The', 'resulting', 'D-ribose-5-', 'phosphate')",2
"('COG5009', 'Membrane', 'carboxypeptidase', 'penicillin-binding')",2
"('Membrane', 'carboxypeptidase', 'penicillin-binding', 'protein')",2
"('pili', 'protein', 'PapG', 'overexpression')",2
"('MerR', 'HTH', 'family', 'regulatory')",2
"('Molydopterin', 'dinucleotide', 'binding', 'domain')",2
"('regulatory', 'system', 'BaeS', 'BaeR')",2
"(',Host', 'cell', 'surface-exposed', 'lipoprotein')",2
"('two-component', 'regulatory', 'system', 'BaeS')",2
"('Tripartite', 'ATP-independent', 'periplasmic', 'transporters')",2
"('NOG23390', 'non', 'supervised', 'orthologous')",2
"('COG', 'NOG23390', 'non', 'supervised')",2
"('PSP1', 'C-terminal', 'domain', 'protein')",2
"('COG', 'NOG38840', 'non', 'supervised')",2
"('NOG38840', 'non', 'supervised', 'orthologous')",2
"('Virus', 'attachment', 'protein', 'p12')",2
"('attachment', 'protein', 'p12', 'family')",2
"('PFAM', 'binding-protein-dependent', 'transport', 'systems')",2
"('HTH', 'family', 'regulatory', 'protein')",2
"('maturation', 'rSAM', 'protein', 'HydE')",2
"('acid', 'transport', 'signal', 'transduction')",2
"('pyridine', 'nucleotide-disulfide', 'oxidoreductase', 'family')",2
"('transport', 'signal', 'transduction', 'systems')",2
"('Carbamoylphosphate', 'synthase', 'large', 'subunit')",2
"('archaeal', 'Holliday', 'junction', 'resolvase')",2
