trigram,freq
"('acid', 'ABC', 'transporter')",2
"('bacterial', 'protein', 'YeaZ')",2
"('Universal', 'bacterial', 'protein')",2
"('Txe', 'YoeB', 'family')",2
"('antibiotic', 'resistance', 'protein')",2
"('Pyridoxamine', ""5'-phosphate"", 'oxidase')",2
"('XRE-family', 'like', 'proteins,23S')",2
"('COG', 'COG0265', 'Trypsin-like')",2
"('COG0265', 'Trypsin-like', 'serine')",2
"('like', 'proteins,23S', 'rRNA-intervening')",2
"('proteins,23S', 'rRNA-intervening', 'sequence')",2
"('enterobactin', 'catabolic', 'process')",2
"('Its', 'function', 'overlaps')",2
"('cytosine-specific', 'DNA', ""methylase,5'-3"")",2
"('transport', 'system', 'ATP-binding')",2
"('Toxin', 'secretion', 'phage')",2
"('Cobaltochelatase', 'CobS', 'subunit')",2
"('unsubstituted', 'N-termini', 'provided')",2
"('may', 'interact', 'directly')",2
"('UGA', 'stop', 'codons')",2
"('binds', 'guanine', 'nucleotides')",2
"('ribosomal', 'termination', 'complexes')",2
"('short-chain', 'dehydrogenases', 'reductases')",2
"('protein', 'degrading', 'machinery')",2
"('COG', 'NOG32009', 'non')",2
"('transposon', 'protein', 'TraO')",2
"('Pyocin', 'activator', 'protein')",2
"('rich', 'repeat', ""protein,5'-3"")",2
"('NOG32009', 'non', 'supervised')",2
"('COG', 'COG0463', 'Glycosyltransferases')",2
"('Resolvase', 'domain-containing', 'protein')",2
"('PFAM', 'Resolvase', 'domain-containing')",2
"('PFAM', 'IstB', 'domain')",2
"('N-terminal', 'dipeptides', 'sequentially')",2
"('Removes', 'N-terminal', 'dipeptides')",2
"('COG3385', 'FOG', 'Transposase')",2
"('COG', 'COG3385', 'FOG')",2
"('Virus', 'neck', 'protein')",2
"('Large', 'extracellular', 'alpha-helical')",2
"('C4-dicarboxylate', 'transport', 'system')",2
"('allosteric', 'domain', 'protein')",2
"('carbamoyltransferase', 'regulatory', 'chain')",2
"('Aspartate', 'carbamoyltransferase', 'regulatory')",2
"('extracellular', 'alpha-helical', 'protein')",2
"('ABC-type', 'polar', 'amino')",2
"('Bacteriophage', 'protein', 'gp37')",2
"('COG4422', 'Bacteriophage', 'protein')",2
"('low', 'water', 'environment')",2
"('enamine', 'imine', 'intermediates')",2
"('The', 'second', 'step')",2
"('first', 'step', 'involved')",2
"('nucleotide', 'precursor', 'UDP-N-acetylmuramoyl-L-alanine')",2
"('Conjugative', 'transposon', 'protein')",2
"('conjugation', 'system', 'ATPase')",2
"('simple', 'sugar', 'transport')",2
"('antitermination', 'protein', 'NusG')",2
"('NUBPL', 'iron-transfer', 'P-loop')",2
"('Bacteriophage', 'Gp15', 'protein,3D')",2
"('Gp15', 'protein,3D', 'domain')",2
"('spore', 'cortex-lytic', 'enzyme')",2
"('C-terminal', 'SAM', 'fold')",2
"('2-hydroxyacid', 'dehydrogenase', 'catalytic')",2
"('iron-transfer', 'P-loop', 'NTPase')",2
"('cellulose', '1,4-beta-cellobiosidase', 'activity,3D')",2
"('IstB', 'domain', 'protein')",2
"('1,4-beta-cellobiosidase', 'activity,3D', 'domain')",2
"('prohead', 'serine', 'protease,4Fe-4S')",2
"('Conjugation', 'system', 'ATPase')",2
"('K02056', 'simple', 'sugar')",2
"('histidine', 'kinase', 'homodimeric')",2
"('transducing', 'histidine', 'kinase')",2
"('Signal', 'transducing', 'histidine')",2
"('Sporulation', 'factor', 'SpoIIGA')",2
"('Peptidase', 'M16C', 'associated')",2
"('Lactococcus', 'bacteriophage', 'repressor')",2
"('alcohol', 'dehydrogenase', 'family')",2
"('domain', 'protein', 'ATP-binding')",2
"('protein', 'ATP-binding', 'protein')",2
"('methyl-accepting', 'chemotaxis', 'protein')",2
"('DNA,23S', 'rRNA-intervening', 'sequence')",2
"('Mitochondrial', 'biogenesis', 'AIM24')",2
"('mRNA', 'translational', 'regulation')",2
"('facilitate', 'mRNA', 'translational')",2
"('small', 'regulatory', 'RNA')",2
"('binds', 'small', 'regulatory')",2
"('PFAM', 'PIF1', 'helicase')",2
"('PFAM', 'Phage', 'derived')",2
"('TIGRFAM', 'phage', 'major')",2
"('HsdR', 'protein', 'N-terminal')",2
"('iron-', 'containing', 'alcohol')",2
"('containing', 'alcohol', 'dehydrogenase')",2
"('general', 'protein', 'degrading')",2
"('activator', 'protein', 'PrtN')",2
"('COG', 'COG0507', 'ATP-dependent')",2
"('HlyD', 'family', 'secretion')",2
"('unknown', 'function', 'DUF87')",2
"('Histidine', 'Phosphotransfer', 'domain')",2
"('central', 'domain', 'protein')",2
"('ATPase', 'central', 'domain')",2
"('AAA', 'ATPase', 'central')",2
"('VirE', 'N-terminal', 'domain')",2
"('Membrane', 'transport', 'protein')",2
"('RagB', 'outer', 'membrane')",2
"('Enoyl-', 'acyl-carrier-protein', 'reductase')",2
"('family', 'secretion', 'protein')",2
"('ribosomal', 'protein', 'S18')",2
"('This', 'enzyme', 'acetylates')",2
"('Motility', 'quorum-sensing', 'regulator')",2
"('cell', 'division', 'repeat')",2
"('diphosphate', 'binding', 'domain')",2
"('thiamine', 'diphosphate', 'binding')",2
"('acyl-carrier-protein', 'reductase', 'NADH')",2
"('COG', 'COG0526', 'Thiol-disulfide')",2
"('mineral', 'core', 'formation')",2
"('periplasmic', 'contain', 'C-terminal')",2
"('ferroxidase', 'center', 'binds')",2
"('whose', 'ferroxidase', 'center')",2
"('Adducin', 'N-terminal', 'domain')",2
"('tube', 'protein,4Fe-4S', 'iron')",2
"('tail', 'tube', 'protein,4Fe-4S')",2
"('proteases', 'typically', 'periplasmic')",2
"('typically', 'periplasmic', 'contain')",2
"('arginine', 'biosynthesis', 'genes')",2
"('NADH', 'flavin', 'oxidoreductase')",2
"('Regulates', 'arginine', 'biosynthesis')",2
"('GAF', 'domain-containing', 'protein')",2
"('tRNA', 'modifying', 'enzyme')",2
"('MiaB-like', 'tRNA', 'modifying')",2
"('NADH', 'oxidase', 'family')",2
"('oxidoreductase', 'NADH', 'oxidase')",2
"('flavin', 'oxidoreductase', 'NADH')",2
"('redox', 'disulfide', 'domain')",2
"('protein-associated', 'redox', 'disulfide')",2
"('cluster', 'protein-associated', 'redox')",2
"('mismatch', 'recognition', 'step')",2
"('Heavy', 'metal', 'sensor')",2
"('protein', 'CoiA-like', 'family')",2
"('Competence', 'protein', 'CoiA-like')",2
"('ribosomal', '30S', 'subunits')",2
"('free', 'ribosomal', '30S')",2
"('accessory', 'protein', 'needed')",2
"('Rhodanese', 'Homology', 'Domain')",2
"('peptidase', 'S51', 'family')",2
"('division', 'repeat', 'protein')",2
"('glycoside', 'hydrolase', 'Family')",2
"('Putative', 'glycoside', 'hydrolase')",2
"('Phosphopantetheine', 'attachment', 'site')",2
"('Probably', 'redox-', 'responsive')",2
"('holo-form', 'probably', 'binds')",2
"('probably', 'binds', 'DNA')",2
"('Peptidase', 'family', 'S51')",2
"('metal', 'sensor', 'kinase')",2
"('PFAM', 'aminotransferase', 'class')",2
"('nucleoside-phosphate', 'kinase', 'activity')",2
"('This', 'enzyme', 'scavenges')",2
"('ferredoxin-dependent', 'oxidative', 'decarboxylation')",2
"('transferase', 'WecB/TagA/CpsF', 'family')",2
"('Glycosyl', 'transferase', 'WecB/TagA/CpsF')",2
"('Bacterial', 'sugar', 'transferase')",2
"('RmlD', 'substrate', 'binding')",2
"('WbqC-like', 'protein', 'family')",2
"('Peptidase', 'family', 'U32')",2
"('N-6', 'DNA', 'methylase')",2
"('PFAM', 'N-6', 'DNA')",2
"('predicted', 'nucleotide-binding', 'domains')",2
"('M16', 'inactive', 'domain')",2
"('Peptidase', 'M16', 'inactive')",2
"(',Phage-related', 'minor', 'tail')",2
"('HNH/ENDO', 'VII', 'superfamily')",2
"('enzyme', 'scavenges', 'exogenous')",2
"('oxide', 'mineral', 'core')",2
"('core', 'formation', 'within')",2
"('Sensory', 'domain', 'found')",2
"('Forms', 'passive', 'diffusion')",2
"('recognizing', 'RNA', 'polymerase')",2
"('Mediates', 'ATP-dependent', 'release')",2
"('nucleotide', 'excision', 'repair')",2
"('excision', 'repair', 'machinery')",2
"('like', 'proteins,4Fe-4S', 'single')",2
"('proteins,4Fe-4S', 'single', 'cluster')",2
"('Putative', 'DNA-binding', 'domain')",2
"('passive', 'diffusion', 'pores')",2
"('Unfolded', 'proteins', 'bind')",2
"('TIGRFAM', 'phage', 'head-tail')",2
"('phage', 'head-tail', 'adaptor')",2
"('allow', 'small', 'molecular')",2
"('small', 'molecular', 'weight')",2
"('mannosyl', 'hydrolase', 'activity')",2
"('GDP-mannose', 'mannosyl', 'hydrolase')",2
"('COG', 'NOG23371', 'non')",2
"('nucleotide', 'exchange', 'factor')",2
"('protein', 'family', ""UPF0150,3'-to-5"")",2
"('Exopolysaccharide', 'biosynthesis', 'protein')",2
"('component', 'signalling', 'adaptor')",2
"('proteins,4Fe-4S', 'iron', 'sulfur')",2
"('protein', 'gp47-like', 'protein')",2
"('L-valine', 'transmembrane', 'transporter')",2
"('D-mannonate', 'dehydratase', 'activity')",2
"('low', 'D-mannonate', 'dehydratase')",2
"('Has', 'low', 'D-mannonate')",2
"('signalling', 'adaptor', 'domain')",2
"('Two', 'component', 'signalling')",2
"('PFAM', 'regulatory', 'protein')",2
"('proteins', 'bind', 'initially')",2
"('C-terminal', 'TPP', 'binding')",2
"('TPP', 'binding', 'domain')",2
"('regulator', 'AraC', 'family')",2
"('transcriptional', 'regulator', 'AraC')",2
"('PrkA', 'AAA', 'domain')",2
"('sodium', 'symporter', 'activity')",2
"('NOG23371', 'non', 'supervised')",2
"('class-II', 'pyridoxal-phosphate-dependent', 'aminotransferase')",2
"('pyridoxal-phosphate-dependent', 'aminotransferase', 'family')",2
"('NOG31621', 'non', 'supervised')",2
"('CopG', 'family', 'transcripitonal')",2
"('family', 'transcripitonal', 'regulator')",2
"('COG', 'COG4626', 'Phage')",2
"('DNA', 'methylase,3D', 'domain')",2
"('IS891', 'IS1136', 'IS1341')",2
"('IS1136', 'IS1341', 'family')",2
"('COG', 'NOG31621', 'non')",2
"('elongation', 'factor', 'SelB')",2
"('Histidinol-phosphate', 'aminotransferase', 'subfamily')",2
"('Methyltransferase', 'FkbM', 'domain')",2
"('COG1596', 'Periplasmic', 'protein')",2
"('Periplasmic', 'protein', 'involved')",2
"('III', 'subunit', 'epsilon')",2
"('transposase', 'DDE', 'domain')",2
"('Tn3', 'transposase', 'DDE')",2
"('serine', 'proteases', 'typically')",2
"('binding,4Fe-4S', 'single', 'cluster')",2
"('uptake', 'regulation', 'proteins')",2
"('Zn2', 'uptake', 'regulation')",2
"('Fe2', 'Zn2', 'uptake')",2
"('compound', 'biosynthetic', 'process')",2
"('thiamine-containing', 'compound', 'biosynthetic')",2
"('molecular', 'weight', 'hydrophilic')",2
"('complex', 'ZnuABC', 'involved')",2
"('transporter', 'complex', 'ZnuABC')",2
"('Terminase-like', 'family,3D', 'domain')",2
"('weight', 'hydrophilic', 'materials')",2
"('The', 'exact', 'function')",2
"('Uncharacterized', 'small', 'protein')",2
"('hydrophilic', 'materials', 'across')",2
"('Methyl', 'binding', 'proteins')",2
"('nucleoside', 'deoxyribosyltransferase', 'activity')",2
"('Membrane', 'protein', 'involved')",2
"('COG', 'COG0735', 'Fe2')",2
"('COG0735', 'Fe2', 'Zn2')",2
"('gene', 'Gp59', 'loader')",2
"('COG0457', 'FOG', 'TPR')",2
"('plasmid', 'recombination', 'enzyme')",2
"('Coenzyme', 'PQQ', 'synthesis')",2
"('reducing', 'fluoride', 'concentration')",2
"('binding', 'domain,3D', 'domain')",2
"('specific', 'DNA-binding', 'protein')",2
"('-hydroxamate', 'transport', 'system')",2
"('Fe3', '-hydroxamate', 'transport')",2
"('ABC-type', 'Fe3', '-hydroxamate')",2
"('alpha-ribazole', 'phosphatase', 'activity')",2
"('phosphate', 'starvation-inducible', 'protein')",2
"('metabolism', 'regulatory', 'protein')",2
"('PQQ', 'synthesis', 'protein')",2
"('activity,4Fe-4S', 'iron', 'sulfur')",2
"('RNA', 'methyltransferase', 'RsmD')",2
"('methyltransferase', 'RsmD', 'family')",2
"('GTP-dependent', 'ribosomal', 'translocation')",2
"('ribosomal', 'translocation', 'step')",2
"('newly', 'formed', 'A-site-bound')",2
"('acetoacetate', 'metabolism', 'regulatory')",2
"('regulatory', 'protein', 'AtoC')",2
"('nucleotide-monophosphate', 'binding', 'domain')",2
"('yield', 'formylglycinamidine', 'ribonucleotide')",2
"('trans-aconitate', '2-methyltransferase', 'activity')",2
"('reductase', 'family', 'protein')",2
"('dehydrogenase', 'reductase', 'family')",2
"('chain', 'dehydrogenase', 'reductase')",2
"('short', 'chain', 'dehydrogenase')",2
"('methylase,4Fe-4S', 'iron', 'sulfur')",2
"('DNA', 'methylase,4Fe-4S', 'iron')",2
"('purines', 'biosynthetic', 'pathway')",2
"('protein', 'AtoC', 'K07714')",2
"('Phosphoribosylformylglycinamidine', 'synthase', 'involved')",2
"('SdpI/YhfL', 'protein', 'family')",2
"('tail', 'protein,3D', 'domain')",2
"('DnaD', 'domain', 'protein,3')",2
"('V-type', 'alpha', 'chain')",2
"('The', 'V-type', 'alpha')",2
"('element', 'vgr', ""protein,5'-3"")",2
"('formed', 'A-site-bound', 'peptidyl-tRNA')",2
"('P-site-bound', 'deacylated', 'tRNA')",2
"('assembly', 'protein', 'SufD')",2
"('Staphylococcal', 'nuclease', 'homologues')",2
"('permease', 'protein', 'PstA')",2
"('Phosphate', 'transport', 'system')",2
"('dehydrogenase', 'Rossmann', 'domain')",2
"('Mannitol', 'dehydrogenase', 'Rossmann')",2
"('Peptidase', 'family', 'M13')",2
"('acid', 'transport', 'systems')",2
"('lauroyl-acyl', 'carrier', 'protein')",2
"('Plasmid', 'stability', 'protein')",2
"('ROS/MUCR', 'transcriptional', 'regulator')",2
"('branched-chain', 'amino', 'acid')",2
"('Phage-like', 'element', 'PBSX')",2
"('element', 'PBSX', 'protein')",2
"('Conserved', 'carboxylase', 'domain')",2
"('DEAH', 'box', 'helicase')",2
"('DEAD', 'DEAH', 'box')",2
"('FPP', 'GGPP', 'synthase')",2
"('fiber', 'assembly', 'protein')",2
"('phosphorylases', 'share', 'catalytic')",2
"('known', 'phosphorylases', 'share')",2
"('different', 'sources', 'differ')",2
"('transcriptional', 'regulator', 'protein')",2
"('deacylated', 'tRNA', 'move')",2
"('two', 'tRNA', 'molecules')",2
"('Phage', 'GP30.8', 'protein')",2
"('sequence-specific', 'DNA', 'binding,3D')",2
"('Nitrous', 'oxide-stimulated', 'promoter')",2
"('anion', 'resistance', 'protein')",2
"('Toxic', 'anion', 'resistance')",2
"('COG', 'COG0493', 'NADPH-dependent')",2
"('unsaturated', 'chondroitin', 'disaccharide')",2
"('chondroitin', 'disaccharide', 'hydrolase')",2
"('disaccharide', 'hydrolase', 'activity')",2
"('Tail', 'fiber', 'assembly')",2
"(',DNA', 'polymerase', 'III')",2
"('important', 'allosteric', 'enzyme')",2
"('histidinol', 'phosphate', 'phosphatase')",2
"('Cyclic', 'nucleotide-monophosphate', 'binding')",2
"('RNA', 'binding', 'domain')",2
"('system', 'ThiF', 'family')",2
"('baseplate', 'wedge', 'protein')",2
"('GP11', 'baseplate', 'wedge')",2
"(',phage', 'tail', 'tape')",2
"('PFAM', 'Fic', 'DOC')",2
"('Fic', 'DOC', 'family')",2
"('protein,4Fe-4S', 'binding', 'domain')",2
"('ThiF', 'family', 'protein')",2
"('PRTRC', 'system', 'ThiF')",2
"('Division', 'inhibition', 'protein')",2
"('protease', 'family', 'protein')",2
"('P60', 'family', 'protein')",2
"('NlpC', 'P60', 'family')",2
"('shikimic', 'acid', 'using')",2
"('acid', 'using', 'ATP')",2
"('AhpC', 'TSA', 'family')",2
"('restriction-modification', 'system', 'methyltransferase')",2
"('DNA', 'recombination-mediator', 'protein')",2
"('inhibition', 'protein', 'dicB')",2
"('COG0790', 'FOG', 'TPR')",2
"('radical', 'SAM', 'protein')",2
"('gp41', 'DNA', 'helicase')",2
"('glutamate', 'aspartate', 'K02028')",2
"('gamma', 'epsilon', 'subunits')",2
"('biosynthesis', 'translation', 'initiation')",2
"('lipopolysaccharide', 'biosynthesis', 'translation')",2
"('Nucleoside-diphosphate-sugar', 'pyrophosphorylase', 'involved')",2
"('COG1208', 'Nucleoside-diphosphate-sugar', 'pyrophosphorylase')",2
"('modification', 'radical', 'SAM')",2
"('PFAM', 'PEBP', 'family')",2
"(',tail', 'collar', 'domain')",2
"('transporter', 'substrate', 'binding')",2
"('ABC', 'transporter', 'substrate')",2
"('Na+-transporting', 'oxaloacetate', 'decarboxylase')",2
"('oxaloacetate', 'decarboxylase', 'beta')",2
"('C-terminal', 'CBS', 'domains')",2
"('PEBP', 'family', 'protein')",2
"('COG1653', 'ABC-type', 'sugar')",2
"('NOG30576', 'non', 'supervised')",2
"('COG', 'NOG30576', 'non')",2
"('ketol-', 'acid', 'reduction')",2
"('SRP', 'receptor', 'FtsY')",2
"('The', 'SRP-RNC', 'complex')",2
"('hydrophobic', 'signal', 'sequence')",2
"('Outer', 'membrane', 'efflux')",2
"('membrane', 'efflux', 'protein')",2
"('reductase', 'family,3D', 'domain')",2
"('phosphosulfate', 'reductase', 'family,3D')",2
"('The', 'natural', 'substrate')",2
"('RecT', 'family,3D', 'domain')",2
"('PrpD', 'family', 'protein')",2
"('MmgE', 'PrpD', 'family')",2
"('Mg-dependent', 'methyl', 'migration')",2
"('PFAM', 'DNA', 'polymerase')",2
"('electron', 'acceptor', 'NAD')",2
"('ultimate', 'electron', 'acceptor')",2
"('FMN', 'redox', 'center')",2
"('multispanning', 'membrane', 'proteins')",2
"('partitioning', 'protein', 'K03497')",2
"('chromosome', 'partitioning', 'protein')",2
"('TAC,3D', 'domain', 'protein')",2
"('protein', 'TerC', 'family')",2
"('membrane', 'protein', 'TerC')",2
"('system', 'methyltransferase', 'subunit')",2
"('Putative', 'redox-active', 'protein')",2
"('COG', 'COG0768', 'Cell')",2
"('COG0768', 'Cell', 'division')",2
"('Linear', 'amide', 'C-N')",2
"('choloylglycine', 'hydrolase', 'family')",2
"('protein', 'transport', 'protein')",2
"('membrane', 'protein', 'transport')",2
"('migration', 'inhibitory', 'factor')",2
"('Macrophage', 'migration', 'inhibitory')",2
"('subunit', 'thereby', 'facilitating')",2
"('RNA', 'polymerase', 'assembly')",2
"('Promotes', 'RNA', 'polymerase')",2
"('spermidine', 'synthase', 'activity')",2
"('like', 'proteins,4Fe-4S', 'iron')",2
"('COG', 'NOG19168', 'non')",2
"('tRNA', 'nucleotidyltransferase', 'domain')",2
"('maturation', 'rSAM', 'protein')",2
"('replication', 'protein', 'DnaD')",2
"('rSAM', 'protein', 'HydE')",2
"('attachment', 'protein', 'p12')",2
"('protein', 'p12', 'family')",2
"('Phage', 'portal', 'protein,4Fe-4S')",2
"('5-hydroxyisourate', 'hydrolase', 'subfamily')",2
"('MgsA', 'AAA+', 'ATPase')",2
"('purine', 'salvage', 'pathway')",2
"('protein', 'component', 'plays')",2
"('amino-pyrimidine', 'hydrolysis', 'reaction')",2
"('N5-', 'carboxyaminoimidazole', 'ribonucleotide')",2
"('VII', 'ESX', 'diderm')",2
"('reaction', 'requiring', 'ATP')",2
"('nicotinamide', 'mononucleotide', 'transporter')",2
"('regulatory', 'system', 'BaeS')",2
"('thiamine', 'salvage', 'pathway')",2
"('system', 'BaeS', 'BaeR')",2
"('Tail', 'Protein', 'X,4Fe-4S')",2
"('Can', 'also', 'catalyze')",2
"('periplasmic', 'chaperone', 'spy')",2
"('pili', 'protein', 'PapG')",2
"('The', 'resulting', 'D-ribose-5-')",2
"('resulting', 'D-ribose-5-', 'phosphate')",2
"('protein', 'PapG', 'overexpression')",2
"('The', 'protein', 'component')",2
"('pentose', 'phosphate', 'pathway')",2
"('Molydopterin', 'dinucleotide', 'binding')",2
"('hydrogenase', 'large', 'subunit')",2
"('MerR', 'HTH', 'family')",2
"('hydrogenase', 'maturation', 'rSAM')",2
"('Virus', 'attachment', 'protein')",2
"('PBP', 'superfamily', 'domain')",2
"('Mechanosensitive', 'ion', 'channel')",2
"('Von', 'Willebrand', 'factor')",2
"('terminal', 'sensor', 'domain')",2
"('NOG23378', 'non', 'supervised')",2
"('ZIP', 'Zinc', 'transporter')",2
"('related', 'ATPases', 'involved')",2
"('archaeal', 'flagella', 'biosynthesis')",2
"('COG', 'NOG23378', 'non')",2
"('MotA', 'TolQ', 'ExbB')",2
"('Superinfection', 'exclusion', 'protein')",2
"('TolQ', 'ExbB', 'proton')",2
"('cyclic-guanylate-specific', 'phosphodiesterase', 'activity')",2
"('metalloprotease', 'domain', 'protein')",2
"('subunit,4Fe-4S', 'single', 'cluster')",2
"('mismatch-specific', 'DNA', 'glycosylase')",2
"('family', 'metalloprotease', 'domain')",2
"('ExbB', 'proton', 'channel')",2
"('proton', 'channel', 'family')",2
"('SdrD', 'B-like', 'domain')",2
"('BhlA', 'holin', 'family')",2
"('glucosyl', 'hydrolase', 'family')",2
"('cobinamide', 'phosphate', 'guanyltransferase')",2
"('Two-component-system', 'connector', 'protein')",2
"('COG1864', 'DNA', 'RNA')",2
"('Iron-only', 'hydrogenase', 'maturation')",2
"('Cell', 'wall-associated', 'hydrolase')",2
"('NOG09947', 'non', 'supervised')",2
"('COG', 'NOG09947', 'non')",2
"('dinucleotide', 'binding', 'domain')",2
"('iron', 'dependent', 'repressor')",2
"('peptidase', 'S16', 'family')",2
"('Fatty', 'acid', 'desaturase')",2
"('also', 'requires', 'integration')",2
"('Histidinol-phosphate', 'aromatic', 'aminotransferase')",2
"('COG0079', 'Histidinol-phosphate', 'aromatic')",2
"('polymerase', 'family', ""A,5'-3"")",2
"('phage', 'lambda', 'lysozyme')",2
"('membrane', 'protein', 'subunit')",2
"('different', 'periplasmic', 'proteins')",2
"('intracellular', 'GTP', 'concentration')",2
"('low', 'GTP', 'concentration')",2
"('enoyl-CoA', 'hydratase', 'isomerase')",2
"('hydratase', 'isomerase', 'family')",2
"('longer', 'binds', 'GTP')",2
"('PSP1', 'C-terminal', 'domain')",2
"('Transcriptional', 'regulator', 'MarR')",2
"('optimal', 'acid', 'stress')",2
"('regulator', 'PadR', 'family')",2
"('P4-like', 'prophage', 'CP4-57')",2
"('transcriptional', 'regulator', 'PadR')",2
"('many', 'different', 'periplasmic')",2
"('acid', 'stress', 'protection')",2
"('giving', 'elongation', 'factor')",2
"('cryptic', 'P4-like', 'prophage')",2
"('thus', 'giving', 'elongation')",2
"('Back-', 'translocation', 'proceeds')",2
"('improperly', 'translocated', 'ribosomes')",2
"('COG0346', 'Lactoylglutathione', 'lyase')",2
"('one-codon', 'backward', 'translocation')",2
"('certain', 'stress', 'conditions')",2
"('efficient', 'protein', 'synthesis')",2
"('PFAM', 'binding-protein-dependent', 'transport')",2
"('requires', 'integration', 'host')",2
"('rescue', 'stalled', 'ribosomes')",2
"('hook-basal', 'body', 'complex')",2
"('CobQ/CobB/MinD/ParA', 'nucleotide', 'binding')",2
"('thymidine', 'kinase', 'activity')",2
"('type', 'VII', 'ESX')",2
"('virulence', 'factor', 'EspC')",2
"('Alpha', 'beta', 'hydrolase')",2
"('Excreted', 'virulence', 'factor')",2
"('RNA-dependent', 'ATPase', 'activity')",2
"(',Host', 'cell', 'surface-exposed')",2
"('Can', 'hydrolyze', 'ATP')",2
"('Flagellar', 'hook-basal', 'body')",2
"('bifunctional', 'protein', 'HisB')",2
"('NAD-dependent', 'protein', 'deacetylase')",2
"('cAMP', 'protein', 'Fic')",2
"('body', 'complex', 'protein')",2
"('cobyric', 'acid', 'decarboxylase')",2
"('TIGRFAM', 'DNA', 'binding')",2
"('complex', 'protein', 'FliE')",2
"('COG0732', 'Restriction', 'endonuclease')",2
"('COG', 'NOG38840', 'non')",2
"('kinase', 'PfkB', 'family')",2
"('NOG19168', 'non', 'supervised')",2
"('biosynthesis', 'bifunctional', 'protein')",2
"('rapid', 'exponential', 'growth')",2
"('carbohydrate', 'kinase', 'PfkB')",2
"('Histidine', 'biosynthesis', 'bifunctional')",2
"('8.87,3D', 'domain', 'protein')",2
"('SMART', 'Elongator', 'protein')",2
"('NOG38840', 'non', 'supervised')",2
"('RelA', 'SpoT', 'domain')",2
"('HTH', 'family', 'regulatory')",2
"('glyceraldehyde-3-phosphate', 'dehydrogenase', 'family')",2
"('containing', 'CoxE-like', 'protein')",2
"('COG', 'NOG14720', 'non')",2
"('50S', 'ribosomal', 'subunits')",2
"('thus', 'repressing', 'translation')",2
"('NOG18738', 'non', 'supervised')",2
"('ATP-independent', 'periplasmic', 'transporters')",2
"('Tripartite', 'ATP-independent', 'periplasmic')",2
"('auxin', 'efflux', 'carrier')",2
"('anaerobic', 'nitric', 'oxide')",2
"('Ftsk', 'spoiiie', 'family')",2
"('spoiiie', 'family', 'protein')",2
"('Cytidylate', 'kinase-like', 'family')",2
"('Antirestriction', 'protein', 'Ral')",2
"('Psort', 'location', 'Periplasmic')",2
"('release', 'factors', 'RF1')",2
"('NOG14720', 'non', 'supervised')",2
"('factors', 'RF1', 'PrfA')",2
"('unknown', 'function', 'DUF83')",2
"('universally', 'conserved', 'GGQ')",2
"('oxide', 'reductase', 'flavorubredoxin')",2
"('COG5009', 'Membrane', 'carboxypeptidase')",2
"('Membrane', 'carboxypeptidase', 'penicillin-binding')",2
"('aspartate', 'kinase', 'activity')",2
"('COG2131', 'Deoxycytidylate', 'deaminase')",2
"('domain', 'containing', 'CoxE-like')",2
"('conserved', 'GGQ', 'motif')",2
"('VWA', 'domain', 'containing')",2
"('Probable', 'molybdopterin', 'binding')",2
"('carboxypeptidase', 'penicillin-binding', 'protein')",2
"('IS4', 'family', 'protein')",2
"('ribosomal', 'protein', 'L14')",2
"('four', 'hydrogen', 'ions')",2
"('III', 'chi', 'subunit')",2
"('class-I', 'pyridine', 'nucleotide-disulfide')",2
"('polymerase', 'III', 'chi')",2
"('cell', 'wall', 'biosynthesis')",2
"('beta-ketoacyl-ACP', 'synthases', 'family')",2
"('translation', 'termination', 'release')",2
"('nucleotide-disulfide', 'oxidoreductase', 'family')",2
"('termination', 'release', 'factors')",2
"('sugar', 'binding', 'domain')",2
"('General', 'secretion', 'pathway')",2
"('complex', 'PstSACB', 'involved')",2
"('regulatory', 'protein', 'CII')",2
"('COG0458', 'Carbamoylphosphate', 'synthase')",2
"('Carbamoylphosphate', 'synthase', 'large')",2
"('G-specific', 'adenine', 'glycosylase')",2
"('ribosomal', 'silencing', 'factor')",2
"('PFAM', 'D12', 'class')",2
"('cluster', 'binding', 'domain')",2
"('endonuclease', 'distantly', 'related')",2
"('archaeal', 'Holliday', 'junction')",2
"('Mrr-like', 'restriction', 'enzymes')",2
"('PFAM', 'Calcineurin-like', 'phosphoesterase')",2
"('COG', 'NOG33632', 'non')",2
"('p-loop', 'domain', 'protein')",2
"('NOG33632', 'non', 'supervised')",2
"('TIGRFAM', 'cell', 'envelope-related')",2
"('XRE-family', 'like', ""proteins,3'-to-5"")",2
"('envelope-related', 'function', 'transcriptional')",2
"('When', 'overexpressed', 'kills')",2
"('TP901', 'family,3D', 'domain')",2
"('Thiamine', 'monophosphate', 'synthase')",2
"('division', 'ATP-binding', 'protein')",2
"('mismatch', 'repair', 'protein')",2
"('two', 'electrons', 'transferred')",2
"('SPP1', 'Gp6-like,3D', 'domain')",2
"('PFAM', 'DNA', 'gyrase')",2
"('Transcription', 'inhibitory', 'protein')",2
"('ATP-binding', 'protein', 'FtsE')",2
"('form', 'L-glutamate', '5-phosphate')",2
"('Modulates', 'RecA', 'activity')",2
"('biosynthesis', 'protein', 'TsaE')",2
"('middle', 'domain', 'protein')",2
"('COG', 'NOG23390', 'non')",2
"('MDH2', 'oxidoreductase', 'family')",2
"('ligase', 'middle', 'domain')",2
